EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,AppointmentDate
2641,5,123,8,6,KGID102640,Srinivas Poojary,1977-04-10,1,4,0,2022-11-29
2642,5,123,9,6,KGID102641,Chandrashekar Kamath,1987-02-19,1,4,0,2017-12-18
2643,5,123,9,1,KGID102642,Rekha Hegde,1982-04-29,2,6,0,2019-08-20
2644,5,123,10,3,KGID102643,Vijay Patil,1992-01-03,1,7,0,2022-11-10
2645,5,123,10,3,KGID102644,Sandeep Achar,1984-08-17,1,6,0,2007-12-03
2646,5,123,11,3,KGID102645,Vinay Nayak,1993-08-31,1,7,0,2015-07-04
2647,5,123,11,3,KGID102646,Krishna Bhat,1984-09-25,1,2,0,1997-04-10
2648,5,123,11,3,KGID102647,Kavya Gowda,1982-09-22,2,6,0,2009-03-29
2649,5,123,11,3,KGID102648,Ramesh Hiremath,1982-11-09,1,5,0,2019-04-04
2650,5,123,11,3,KGID102649,Gopal Achar,1978-06-29,1,3,0,1998-03-24
2651,5,123,11,3,KGID102650,Raghavendra Iyer,1977-01-24,1,8,0,2004-12-06
2652,5,123,11,3,KGID102651,Sandeep Kulkarni,1997-05-07,1,3,0,2020-08-15
2653,5,123,11,3,KGID102652,Umesh Kamath,1994-12-21,1,7,0,1998-11-24
2654,5,123,12,3,KGID102653,Nandini Hegde,1999-08-23,2,8,0,2019-09-21
2655,5,123,12,3,KGID102654,Basavaraj Kumar,1997-09-08,1,8,0,2005-11-15
2656,5,123,12,3,KGID102655,Vijay Hiremath,1999-03-23,1,1,0,2017-10-07
2657,5,123,12,3,KGID102656,Prakash Naik,1987-09-24,1,2,0,2018-10-21
2658,5,123,12,3,KGID102657,Manjunath Hiremath,1997-10-10,1,7,0,2023-12-25
2659,5,123,12,3,KGID102658,Vijay Kamath,1992-11-11,1,8,0,2022-12-18
2660,5,123,12,3,KGID102659,Sandeep Devaraj,2002-01-01,1,4,0,2006-11-25
2661,5,123,12,3,KGID102660,Krishna Jadhav,2002-08-12,1,5,0,2022-09-04
2662,5,123,12,3,KGID102661,Gopal Hiremath,1984-09-08,1,1,0,2003-11-25
2663,5,123,12,3,KGID102662,Girish Iyer,1996-06-06,1,5,0,2006-10-28
2664,5,124,9,4,KGID102663,Girish Gowda,1976-11-23,1,8,0,2023-01-01
2665,5,124,9,4,KGID102664,Shivakumar Bhandari,1993-01-07,1,7,0,2012-08-15
2666,5,124,9,1,KGID102665,Jayashree Achar,1997-07-22,2,7,0,2023-12-10
2667,5,124,9,1,KGID102666,Lokesh Bhat,1997-12-01,1,5,0,2023-06-15
2668,5,124,10,3,KGID102667,Raghavendra Gowda,1978-11-27,1,8,0,2001-09-14
2669,5,124,10,3,KGID102668,Pradeep Kamath,1997-06-17,1,8,0,2004-08-22
2670,5,124,10,3,KGID102669,Pradeep Shetty,1982-01-04,1,7,0,2012-03-23
2671,5,124,11,3,KGID102670,Chandrashekar Jadhav,1995-08-11,1,7,0,2006-10-26
2672,5,124,11,3,KGID102671,Vijay Hegde,1982-05-21,1,7,0,1999-01-01
2673,5,124,11,3,KGID102672,Yogesh Hiremath,1985-02-19,1,8,0,2005-11-07
2674,5,124,11,3,KGID102673,Rajesh Bhandari,1999-07-05,1,7,0,2023-06-27
2675,5,124,11,3,KGID102674,Krishna Poojary,1987-12-02,1,1,0,2005-05-19
2676,5,124,11,3,KGID102675,Basavaraj Achar,1994-11-05,1,6,0,2023-11-19
2677,5,124,11,3,KGID102676,Sandeep Rao,1981-04-19,1,7,0,2005-03-26
2678,5,124,11,3,KGID102677,Pradeep Bhandari,1999-03-30,1,6,0,1997-01-06
2679,5,124,12,3,KGID102678,Vijay Iyer,2002-05-15,1,2,0,2012-07-17
2680,5,124,12,3,KGID102679,Dinesh Reddy,1990-08-14,1,8,0,2001-11-22
2681,5,124,12,3,KGID102680,Anand Jadhav,1985-10-08,1,3,0,2021-11-14
2682,5,124,12,3,KGID102681,Basavaraj Achar,1985-01-11,1,5,0,2005-06-14
2683,5,124,12,3,KGID102682,Vijay Bhandari,2000-03-04,1,2,0,2008-07-18
2684,5,124,12,3,KGID102683,Vani Reddy,1982-08-29,2,2,0,2000-07-04
2685,5,124,12,3,KGID102684,Yogesh Naik,1993-01-25,1,6,0,2014-06-28
2686,5,124,12,3,KGID102685,Basavaraj Reddy,1988-11-06,1,6,0,2023-03-13
2687,5,124,12,3,KGID102686,Manoj Naik,2004-01-08,1,2,0,2005-12-28
2688,6,130,8,2,KGID102687,Suresh Kulkarni,1975-07-22,1,3,0,2010-08-18
2689,6,130,8,2,KGID102688,Naveen Jadhav,1989-05-14,1,6,0,2018-04-21
2690,6,130,9,1,KGID102689,Yogesh Hiremath,1992-01-07,1,3,0,2022-11-18
2691,6,130,10,3,KGID102690,Basavaraj Achar,1992-05-22,1,2,0,2016-11-18
2692,6,130,10,3,KGID102691,Geetha Naik,1983-07-04,2,6,0,2023-05-01
2693,6,130,11,3,KGID102692,Geetha Kumar,1981-01-19,2,6,0,1999-12-09
2694,6,130,11,3,KGID102693,Krishna Kumar,1982-10-12,1,2,0,1996-05-16
2695,6,130,11,3,KGID102694,Manoj Bhat,1988-11-29,1,4,0,2000-12-16
2696,6,130,11,3,KGID102695,Basavaraj Shetty,1976-06-01,1,1,0,2022-03-17
2697,6,130,12,3,KGID102696,Dinesh Gowda,2002-05-31,1,1,0,2005-07-30
2698,6,130,12,3,KGID102697,Shwetha Bhandari,1996-01-15,2,5,0,2003-11-24
2699,6,130,12,3,KGID102698,Rajesh Reddy,1994-01-16,1,8,0,2014-09-10
2700,6,130,12,3,KGID102699,Nagaraj Reddy,1987-03-23,1,5,0,2017-06-06
2701,6,130,12,3,KGID102700,Srinivas Hiremath,1989-11-11,1,3,0,2010-11-21
2702,6,130,12,3,KGID102701,Girish Patil,1998-08-01,1,1,0,2006-11-25
2703,6,130,12,3,KGID102702,Dinesh Kamath,2003-10-20,1,7,0,2012-03-23
2704,6,130,12,3,KGID102703,Girish Bhat,1999-12-03,1,8,0,2009-08-07
2705,6,130,12,3,KGID102704,Mahesh Hiremath,1980-09-10,1,1,0,2013-10-19
2706,6,130,12,3,KGID102705,Manoj Achar,1996-04-03,1,8,0,2010-12-17
2707,6,130,12,3,KGID102706,Krishna Devaraj,1987-09-20,1,4,0,2001-09-01
2708,6,130,12,3,KGID102707,Lokesh Devaraj,1999-07-29,1,7,0,2016-06-22
2709,6,130,12,3,KGID102708,Suresh Kulkarni,1987-12-17,1,8,0,2013-07-17
2710,6,131,8,2,KGID102709,Roopa Patil,1985-07-10,2,6,0,2009-07-18
2711,6,131,8,2,KGID102710,Srinivas Naik,1991-03-26,1,6,0,2018-12-30
2712,6,131,9,1,KGID102711,Harish Devaraj,1989-11-16,1,1,0,2022-04-25
2713,6,131,10,3,KGID102712,Geetha Kumar,1981-11-20,2,8,0,2016-11-13
2714,6,131,10,3,KGID102713,Basavaraj Iyer,1988-11-22,1,5,0,2004-12-28
2715,6,131,11,3,KGID102714,Dinesh Rao,1987-01-26,1,3,0,2011-12-09
2716,6,131,11,3,KGID102715,Shivakumar Nayak,1989-02-26,1,2,0,2012-09-07
2717,6,131,11,3,KGID102716,Naveen Kulkarni,2001-11-25,1,6,0,2002-10-30
2718,6,131,11,3,KGID102717,Ravi Rao,1983-07-13,1,7,0,1996-12-09
2719,6,131,11,3,KGID102718,Prakash Iyer,1979-12-18,1,4,0,2021-07-23
2720,6,131,11,3,KGID102719,Nagaveni Kamath,1996-07-14,2,6,0,1998-08-29
2721,6,131,11,3,KGID102720,Prakash Kulkarni,1992-12-17,1,4,0,1997-05-01
2722,6,131,12,3,KGID102721,Lokesh Bhat,1990-03-11,1,6,0,2006-12-12
2723,6,131,12,3,KGID102722,Ravi Poojary,1997-01-31,1,5,0,2021-12-09
2724,6,131,12,3,KGID102723,Girish Bhandari,1985-09-22,1,2,1,2014-12-29
2725,6,131,12,3,KGID102724,Mahesh Naik,1993-11-05,1,5,0,2022-09-15
2726,6,131,12,3,KGID102725,Santosh Iyer,1987-08-10,1,3,0,2003-11-20
2727,6,131,12,3,KGID102726,Dinesh Bhandari,1993-07-15,1,6,0,2016-06-26
2728,6,131,12,3,KGID102727,Suresh Achar,1993-06-24,1,8,0,2021-12-16
2729,6,131,12,3,KGID102728,Chandrashekar Bhandari,1987-01-04,1,7,0,2003-12-29
2730,6,131,12,3,KGID102729,Chandrashekar Kulkarni,1987-12-11,1,8,0,2021-03-29
2731,6,131,12,3,KGID102730,Vijay Nayak,1980-01-21,1,3,0,2016-05-03
2732,6,131,12,3,KGID102731,Umesh Devaraj,1998-02-02,1,5,0,2017-03-18
2733,6,131,12,3,KGID102732,Savitri Desai,1993-09-15,2,8,0,2024-01-01
2734,6,131,12,3,KGID102733,Girish Rao,1999-07-20,1,6,0,2013-12-31
2735,6,131,12,3,KGID102734,Shivakumar Nayak,2002-04-29,1,3,0,2017-06-23
2736,6,131,12,3,KGID102735,Anand Nayak,1999-08-14,1,3,0,2020-05-12
2737,6,131,12,3,KGID102736,Kiran Reddy,1984-10-07,1,4,0,2002-03-20
2738,6,131,12,3,KGID102737,Ravi Naik,1995-07-23,1,1,0,2020-11-28
2739,6,132,9,2,KGID102738,Ravi Jadhav,1976-12-20,1,7,0,2012-09-01
2740,6,132,9,1,KGID102739,Geetha Poojary,1993-01-01,2,7,0,2019-11-05
2741,6,132,9,1,KGID102740,Krishna Iyer,1995-02-27,1,8,0,2023-08-11
2742,6,132,10,3,KGID102741,Nagaveni Iyer,1982-04-02,2,3,0,1998-04-05
2743,6,132,10,3,KGID102742,Raghavendra Rao,1982-03-14,1,7,0,1999-06-06
2744,6,132,11,3,KGID102743,Rajesh Gowda,1975-09-12,1,3,0,2010-10-06
2745,6,132,11,3,KGID102744,Vinay Kulkarni,1990-04-18,1,8,0,2018-11-25
2746,6,132,11,3,KGID102745,Lokesh Kulkarni,1979-03-13,1,2,0,2020-01-03
2747,6,132,11,3,KGID102746,Ravi Rao,1990-10-19,1,4,0,2016-03-28
2748,6,132,11,3,KGID102747,Manjunath Bhat,1996-11-18,1,2,0,2003-10-12
2749,6,132,11,3,KGID102748,Gopal Kumar,1987-01-08,1,7,0,2002-07-04
2750,6,132,11,3,KGID102749,Anand Bhat,1998-04-25,1,6,0,2010-09-19
2751,6,132,11,3,KGID102750,Sowmya Kulkarni,1999-03-12,2,8,0,1995-08-02
2752,6,132,12,3,KGID102751,Shwetha Naik,1982-11-24,2,1,0,2011-03-27
2753,6,132,12,3,KGID102752,Anand Kamath,1980-07-22,1,4,0,2016-05-03
2754,6,132,12,3,KGID102753,Lokesh Bhandari,1992-03-03,1,8,0,2019-04-18
2755,6,132,12,3,KGID102754,Umesh Naik,1988-08-21,1,2,0,2013-07-29
2756,6,132,12,3,KGID102755,Naveen Gowda,2000-10-12,1,1,0,2000-05-08
2757,6,132,12,3,KGID102756,Basavaraj Hegde,1998-02-27,1,3,0,2014-04-05
2758,6,132,12,3,KGID102757,Vinay Nayak,2000-12-07,1,8,0,2015-11-20
2759,6,132,12,3,KGID102758,Lokesh Hiremath,1984-09-24,1,2,0,2000-11-01
2760,6,132,12,3,KGID102759,Kiran Gowda,1993-03-19,1,3,0,2004-09-28
2761,6,132,12,3,KGID102760,Harish Shetty,1982-01-05,1,1,0,2019-12-16
2762,6,132,12,3,KGID102761,Umesh Reddy,1982-01-20,1,3,0,2019-09-13
2763,6,132,12,3,KGID102762,Santosh Bhat,1989-07-10,1,4,0,2019-11-12
2764,6,133,8,2,KGID102763,Krishna Naik,1981-11-25,1,7,0,2010-07-18
2765,6,133,9,1,KGID102764,Nagaraj Kamath,1994-01-07,1,4,0,2002-12-09
2766,6,133,10,3,KGID102765,Chandrashekar Bhandari,1986-05-22,1,2,0,2009-07-07
2767,6,133,10,3,KGID102766,Dinesh Gowda,1993-11-02,1,3,0,1999-12-03
2768,6,133,11,3,KGID102767,Yogesh Devaraj,1999-06-09,1,7,0,2002-12-01
2769,6,133,11,3,KGID102768,Pushpa Kumar,2000-10-17,2,1,0,2005-04-10
2770,6,133,11,3,KGID102769,Manjunath Kamath,1975-04-11,1,7,0,1997-08-20
2771,6,133,11,3,KGID102770,Prakash Achar,1997-03-23,1,8,0,2021-09-21
2772,6,133,11,3,KGID102771,Krishna Bhat,2000-07-03,1,7,0,2011-03-26
2773,6,133,11,3,KGID102772,Chandrashekar Hegde,1989-05-19,1,7,0,1999-12-19
2774,6,133,11,3,KGID102773,Nagaraj Bhat,1999-03-21,1,1,0,2007-06-19
2775,6,133,11,3,KGID102774,Ramesh Achar,1992-08-31,1,7,0,2014-12-17
2776,6,133,12,3,KGID102775,Kiran Hegde,1983-08-08,1,7,0,2004-10-02
2777,6,133,12,3,KGID102776,Naveen Kulkarni,1995-02-11,1,4,0,2004-06-28
2778,6,133,12,3,KGID102777,Krishna Kumar,1999-06-24,1,2,0,2019-05-26
2779,6,133,12,3,KGID102778,Shobha Iyer,2000-08-29,2,6,0,2017-06-07
2780,6,133,12,3,KGID102779,Umesh Hiremath,2000-11-16,1,1,0,2002-04-19
2781,6,133,12,3,KGID102780,Manoj Kamath,1989-03-11,1,7,0,2002-11-18
2782,6,133,12,3,KGID102781,Dinesh Kamath,1997-08-01,1,7,0,2001-11-25
2783,6,133,12,3,KGID102782,Krishna Reddy,1998-03-27,1,5,0,2013-09-04
2784,6,133,12,3,KGID102783,Nagaraj Jadhav,1999-07-04,1,4,0,2002-12-09
2785,6,133,12,3,KGID102784,Manjunath Patil,1996-09-26,1,6,0,2022-09-01
2786,6,133,12,3,KGID102785,Nagaraj Nayak,1988-04-29,1,6,0,2011-12-22
2787,6,133,12,3,KGID102786,Dinesh Nayak,1980-06-26,1,8,0,2001-03-25
2788,6,133,12,3,KGID102787,Deepa Shetty,1990-06-18,2,6,0,2005-08-22
2789,6,133,12,3,KGID102788,Umesh Nayak,1991-07-04,1,7,0,2005-05-10
2790,6,134,9,2,KGID102789,Basavaraj Patil,1995-06-02,1,3,0,2017-08-13
2791,6,134,9,1,KGID102790,Gopal Iyer,1988-12-29,1,5,0,2007-01-02
2792,6,134,9,1,KGID102791,Deepa Bhat,1989-10-07,2,7,0,2011-10-24
2793,6,134,10,3,KGID102792,Ravi Kulkarni,1986-10-09,1,5,0,2020-09-02
2794,6,134,10,3,KGID102793,Naveen Poojary,1989-03-14,1,2,0,2020-08-19
2795,6,134,11,3,KGID102794,Harish Jadhav,1992-12-13,1,4,0,2002-08-25
2796,6,134,11,3,KGID102795,Raghavendra Iyer,1996-06-09,1,5,0,1997-11-10
2797,6,134,11,3,KGID102796,Mahesh Hegde,1976-12-15,1,8,0,2009-03-21
2798,6,134,11,3,KGID102797,Harish Kumar,1981-01-02,1,8,0,2023-04-04
2799,6,134,11,3,KGID102798,Lokesh Kumar,1975-07-15,1,2,0,2018-10-23
2800,6,134,12,3,KGID102799,Vinay Iyer,1987-05-27,1,3,0,2021-03-23
2801,6,134,12,3,KGID102800,Mahesh Hiremath,1983-08-21,1,8,0,2000-10-09
2802,6,134,12,3,KGID102801,Suresh Kumar,1983-02-12,1,8,0,2002-04-27
2803,6,134,12,3,KGID102802,Kiran Hiremath,1999-02-10,1,7,0,2002-12-26
2804,6,134,12,3,KGID102803,Ramesh Kulkarni,1981-10-28,1,3,0,2016-05-21
2805,6,134,12,3,KGID102804,Girish Shetty,1992-01-25,1,8,1,2013-06-10
2806,6,134,12,3,KGID102805,Lokesh Bhat,1996-12-07,1,3,0,2003-12-15
2807,6,134,12,3,KGID102806,Shivakumar Hiremath,1987-12-09,1,1,0,2023-06-28
2808,6,134,12,3,KGID102807,Manoj Reddy,2000-05-04,1,2,0,2002-10-08
2809,6,134,12,3,KGID102808,Prakash Achar,1994-05-16,1,1,0,2002-09-30
2810,6,134,12,3,KGID102809,Pradeep Shetty,1997-03-20,1,7,0,2001-11-05
2811,6,134,12,3,KGID102810,Naveen Naik,1984-01-21,1,4,0,2021-04-24
2812,6,135,9,2,KGID102811,Vijay Poojary,1978-07-19,1,3,0,2012-10-18
2813,6,135,9,1,KGID102812,Gopal Desai,1999-03-06,1,4,0,2003-10-04
2814,6,135,9,1,KGID102813,Radha Reddy,1988-02-29,2,3,0,2012-09-17
2815,6,135,10,3,KGID102814,Krishna Hiremath,1978-05-31,1,3,1,2016-09-28
2816,6,135,10,3,KGID102815,Rajesh Bhat,1989-05-12,1,4,0,2001-09-16
2817,6,135,11,3,KGID102816,Roopa Naik,1988-06-05,2,8,0,2021-04-18
2818,6,135,11,3,KGID102817,Vijay Rao,2000-03-30,1,7,0,2009-12-13
2819,6,135,11,3,KGID102818,Rajesh Rao,1976-11-12,1,4,0,1999-04-25
2820,6,135,11,3,KGID102819,Basavaraj Poojary,1998-12-31,1,2,0,2008-11-03
2821,6,135,11,3,KGID102820,Dinesh Jadhav,1975-04-05,1,3,0,2016-03-24
2822,6,135,12,3,KGID102821,Lokesh Nayak,1989-02-02,1,5,0,2003-05-30
2823,6,135,12,3,KGID102822,Pradeep Nayak,1989-09-29,1,3,0,2013-05-23
2824,6,135,12,3,KGID102823,Naveen Hiremath,1998-01-19,1,1,0,2019-10-23
2825,6,135,12,3,KGID102824,Basavaraj Bhat,1980-03-06,1,3,0,2014-08-28
2826,6,135,12,3,KGID102825,Naveen Bhat,1983-01-26,1,7,0,2003-10-05
2827,6,135,12,3,KGID102826,Nagaraj Naik,1999-02-25,1,7,0,2013-09-18
2828,6,135,12,3,KGID102827,Umesh Kumar,1984-05-10,1,1,0,2016-11-30
2829,6,135,12,3,KGID102828,Sandeep Hegde,1983-05-05,1,1,0,2015-11-12
2830,6,135,12,3,KGID102829,Pradeep Kumar,1994-09-13,1,6,0,2006-08-03
2831,6,135,12,3,KGID102830,Naveen Poojary,1983-12-06,1,1,0,2016-06-20
2832,6,135,12,3,KGID102831,Sowmya Desai,1995-02-03,2,6,0,2011-09-10
2833,6,136,9,2,KGID102832,Shivakumar Nayak,1989-05-11,1,2,0,2022-07-01
2834,6,136,8,2,KGID102833,Manjunath Patil,1986-11-27,1,6,0,2010-08-21
2835,6,136,9,1,KGID102834,Gopal Poojary,1992-01-01,1,4,0,2005-11-21
2836,6,136,10,3,KGID102835,Rajesh Rao,1986-04-05,1,1,0,2008-07-06
2837,6,136,10,3,KGID102836,Naveen Achar,2000-10-28,1,3,0,2023-08-26
2838,6,136,11,3,KGID102837,Prakash Reddy,1999-02-23,1,2,0,1996-04-29
2839,6,136,11,3,KGID102838,Pradeep Achar,1999-09-26,1,7,0,2005-09-04
2840,6,136,11,3,KGID102839,Suresh Bhandari,1983-02-14,1,8,0,2009-06-12
2841,6,136,11,3,KGID102840,Santosh Patil,1996-06-03,1,3,0,2008-05-03
2842,6,136,11,3,KGID102841,Ramesh Iyer,1981-06-26,1,8,0,2002-12-24
2843,6,136,11,3,KGID102842,Harish Bhandari,1988-07-13,1,5,0,2016-09-19
2844,6,136,11,3,KGID102843,Shivakumar Devaraj,1982-11-26,1,4,0,2003-06-26
2845,6,136,11,3,KGID102844,Harish Iyer,1985-01-31,1,3,0,2000-03-17
2846,6,136,12,3,KGID102845,Gopal Patil,2000-12-14,1,6,0,2018-11-03
2847,6,136,12,3,KGID102846,Vinay Devaraj,1980-07-17,1,8,0,2008-06-26
2848,6,136,12,3,KGID102847,Ravi Reddy,1995-05-08,1,7,0,2023-12-08
2849,6,136,12,3,KGID102848,Anand Achar,1990-06-21,1,8,0,2014-07-30
2850,6,136,12,3,KGID102849,Lokesh Devaraj,1986-05-26,1,2,0,2005-05-21
2851,6,136,12,3,KGID102850,Kiran Naik,1998-06-24,1,5,0,2012-05-31
2852,6,136,12,3,KGID102851,Nagaraj Iyer,2003-12-26,1,4,0,2010-09-02
2853,6,136,12,3,KGID102852,Vinay Bhandari,2003-03-11,1,7,0,2000-06-24
2854,6,136,12,3,KGID102853,Krishna Bhandari,1990-05-29,1,6,0,2021-11-07
2855,6,136,12,3,KGID102854,Girish Naik,1982-07-01,1,6,0,2016-07-23
2856,6,137,8,2,KGID102855,Naveen Hiremath,1992-07-04,1,3,0,2012-11-09
2857,6,137,9,1,KGID102856,Manjunath Iyer,1993-06-04,1,5,0,2014-09-06
2858,6,137,9,1,KGID102857,Srinivas Poojary,1980-03-31,1,6,0,2005-07-19
2859,6,137,10,3,KGID102858,Raghavendra Iyer,1987-02-08,1,5,0,2010-09-01
2860,6,137,10,3,KGID102859,Rajesh Patil,1991-09-18,1,5,0,2014-08-26
2861,6,137,10,3,KGID102860,Pradeep Kamath,1988-03-24,1,4,0,2004-09-03
2862,6,137,11,3,KGID102861,Manjula Hegde,1993-08-20,2,5,0,2005-05-21
2863,6,137,11,3,KGID102862,Naveen Reddy,1993-12-31,1,4,0,2007-03-25
2864,6,137,11,3,KGID102863,Srinivas Desai,1991-04-28,1,4,0,2010-11-01
2865,6,137,11,3,KGID102864,Gopal Nayak,1980-04-14,1,2,0,2003-04-15
2866,6,137,11,3,KGID102865,Ramesh Reddy,1999-01-03,1,1,0,1995-03-23
2867,6,137,12,3,KGID102866,Shivakumar Devaraj,2001-05-06,1,6,0,2022-05-02
2868,6,137,12,3,KGID102867,Shivakumar Desai,1984-01-13,1,3,0,2010-06-30
2869,6,137,12,3,KGID102868,Suresh Devaraj,2000-12-18,1,5,0,2016-12-29
2870,6,137,12,3,KGID102869,Manoj Kamath,1995-06-27,1,4,0,2021-10-19
2871,6,137,12,3,KGID102870,Prakash Reddy,2004-10-25,1,2,0,2000-07-09
2872,6,137,12,3,KGID102871,Vijay Kamath,1990-07-23,1,7,0,2011-07-07
2873,6,137,12,3,KGID102872,Lakshmi Jadhav,1986-07-22,2,7,0,2003-05-11
2874,6,137,12,3,KGID102873,Manjunath Nayak,2002-03-19,1,6,0,2004-09-17
2875,6,137,12,3,KGID102874,Chandrashekar Poojary,1998-08-28,1,4,0,2001-07-24
2876,6,137,12,3,KGID102875,Suresh Shetty,1997-04-05,1,5,0,2006-07-01
2877,6,137,12,3,KGID102876,Suresh Hegde,1998-06-13,1,4,0,2018-10-26
2878,6,137,12,3,KGID102877,Girish Kumar,1995-10-07,1,1,0,2015-06-10
2879,6,137,12,3,KGID102878,Mahesh Hiremath,1983-05-26,1,7,0,2001-03-17
2880,6,137,12,3,KGID102879,Rajesh Iyer,1987-12-27,1,3,0,2022-03-26
2881,6,137,12,3,KGID102880,Basavaraj Patil,1996-06-26,1,8,0,2005-12-12
2882,6,137,12,3,KGID102881,Girish Naik,1995-12-07,1,5,0,2009-08-24
2883,6,137,12,3,KGID102882,Anand Bhat,1994-12-10,1,1,0,2019-09-09
2884,6,138,9,2,KGID102883,Ramesh Iyer,1984-06-24,1,3,0,2013-10-04
2885,6,138,8,2,KGID102884,Ravi Reddy,1981-10-25,1,1,0,2004-09-09
2886,6,138,9,1,KGID102885,Girish Gowda,1987-03-23,1,4,0,2020-09-14
2887,6,138,10,3,KGID102886,Ramesh Patil,1994-09-01,1,2,0,2010-05-11
2888,6,138,10,3,KGID102887,Nagaveni Achar,1987-05-22,2,3,0,2012-12-30
2889,6,138,11,3,KGID102888,Santosh Naik,1982-03-05,1,3,0,2012-07-27
2890,6,138,11,3,KGID102889,Krishna Rao,1990-09-24,1,4,0,2022-11-23
2891,6,138,11,3,KGID102890,Naveen Hegde,1984-08-31,1,1,0,1997-05-04
2892,6,138,11,3,KGID102891,Anand Devaraj,1979-11-06,1,8,0,2022-10-29
2893,6,138,11,3,KGID102892,Manjunath Kulkarni,1976-03-21,1,3,0,1998-12-31
2894,6,138,12,3,KGID102893,Krishna Bhat,1983-11-05,1,1,0,2014-12-09
2895,6,138,12,3,KGID102894,Ramesh Kumar,1981-06-14,1,8,0,2015-03-31
2896,6,138,12,3,KGID102895,Mahesh Kumar,1982-05-03,1,3,0,2013-08-24
2897,6,138,12,3,KGID102896,Santosh Jadhav,2003-06-23,1,8,0,2012-04-02
2898,6,138,12,3,KGID102897,Shivakumar Hiremath,1983-05-16,1,2,0,2003-10-24
2899,6,138,12,3,KGID102898,Rajesh Iyer,1994-03-08,1,7,0,2022-03-09
2900,6,138,12,3,KGID102899,Lokesh Hiremath,1987-08-19,1,3,0,2001-08-30
2901,6,138,12,3,KGID102900,Ramesh Bhandari,1989-09-04,1,2,0,2003-10-03
2902,6,138,12,3,KGID102901,Suresh Kumar,2001-11-01,1,8,0,2021-11-19
2903,6,138,12,3,KGID102902,Kiran Jadhav,2003-09-08,1,7,0,2001-07-14
2904,6,138,12,3,KGID102903,Ramesh Naik,1981-03-03,1,8,0,2022-11-26
2905,6,138,12,3,KGID102904,Nagaraj Kumar,2003-02-18,1,5,0,2016-10-18
2906,6,138,12,3,KGID102905,Yogesh Kumar,1999-03-07,1,3,0,2013-11-09
2907,6,138,12,3,KGID102906,Santosh Hegde,1989-06-25,1,8,0,2000-08-30
2908,6,139,8,2,KGID102907,Prakash Poojary,1986-08-15,1,3,0,2019-10-22
2909,6,139,9,2,KGID102908,Umesh Shetty,1976-09-01,1,4,0,2005-06-25
2910,6,139,9,1,KGID102909,Girish Devaraj,1999-01-18,1,5,0,2006-09-28
2911,6,139,9,1,KGID102910,Yogesh Hiremath,1999-08-04,1,6,0,2007-04-16
2912,6,139,10,3,KGID102911,Ravi Bhat,1986-12-31,1,7,0,1998-10-15
2913,6,139,10,3,KGID102912,Girish Kulkarni,1979-07-18,1,8,0,2021-07-26
2914,6,139,11,3,KGID102913,Harish Shetty,1979-10-11,1,3,0,2011-06-01
2915,6,139,11,3,KGID102914,Vinay Rao,1982-08-02,1,8,0,2010-09-08
2916,6,139,11,3,KGID102915,Naveen Bhat,1986-07-31,1,3,0,1998-10-13
2917,6,139,11,3,KGID102916,Manjunath Reddy,1999-06-17,1,3,0,2012-04-02
2918,6,139,11,3,KGID102917,Basavaraj Bhandari,1990-03-22,1,5,0,2000-10-19
2919,6,139,11,3,KGID102918,Basavaraj Bhandari,1991-06-13,1,6,0,2017-12-13
2920,6,139,12,3,KGID102919,Santosh Achar,1983-01-18,1,4,0,2005-06-15
2921,6,139,12,3,KGID102920,Naveen Kamath,1981-10-25,1,5,0,2003-06-12
2922,6,139,12,3,KGID102921,Manjunath Iyer,1999-12-17,1,5,0,2010-06-26
2923,6,139,12,3,KGID102922,Deepa Kumar,2004-02-10,2,4,0,2002-03-31
2924,6,139,12,3,KGID102923,Pradeep Naik,2001-09-14,1,1,0,2003-04-07
2925,6,139,12,3,KGID102924,Manjunath Patil,1987-09-18,1,3,0,2001-10-19
2926,6,139,12,3,KGID102925,Manoj Devaraj,2001-10-10,1,2,0,2021-06-26
2927,6,139,12,3,KGID102926,Mahesh Jadhav,1987-10-24,1,8,0,2010-04-02
2928,6,139,12,3,KGID102927,Prakash Hiremath,1996-01-04,1,6,0,2020-03-10
2929,6,139,12,3,KGID102928,Raghavendra Reddy,1987-12-12,1,1,0,2011-07-31
2930,6,139,12,3,KGID102929,Pallavi Kulkarni,1992-10-10,2,8,0,2005-04-24
2931,6,139,12,3,KGID102930,Harish Poojary,1994-04-17,1,5,0,2013-06-20
2932,6,139,12,3,KGID102931,Srinivas Achar,1992-08-02,1,3,0,2000-11-08
2933,6,139,12,3,KGID102932,Kiran Achar,1983-10-11,1,3,0,2020-10-22
2934,6,139,12,3,KGID102933,Kiran Patil,1998-10-06,1,1,0,2023-07-30
2935,6,140,9,2,KGID102934,Raghavendra Desai,1980-09-22,1,2,0,1998-11-12
2936,6,140,9,2,KGID102935,Gopal Hiremath,1993-06-14,1,2,0,2005-08-17
2937,6,140,9,1,KGID102936,Manoj Jadhav,1983-01-19,1,1,0,2017-11-08
2938,6,140,9,1,KGID102937,Manoj Rao,1986-06-08,1,1,0,2010-12-26
