VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
2061,5917,Shobha Reddy,78,2,0
2062,5918,Arjun Urs,40,1,0
2063,5921,Suresh Setty,3,1,0
2064,5928,Kamala Hegde,19,2,0
2065,5931,Bhagya Kumar,38,2,0
2066,5933,Jayashree Naidu,22,2,0
2067,5940,Puttaswamy Prabhu,47,1,0
2068,5943,Sunita Kumar,14,2,0
2069,5944,Vijay D'Souza,24,1,0
2070,5949,Nandini Reddy,36,2,0
2071,5953,Channabasappa Rao,63,1,0
2072,5961,Anthony Jadhav,88,1,0
2073,5962,Imran Shetty,38,1,0
2074,5963,Zainab Hegde,57,2,0
2075,5965,Radha Bhat,34,2,0
2076,5969,Umesh Kumar,39,1,0
2077,5974,Karan Nayak,16,1,0
2078,5977,Naveen D'Souza,27,1,0
2079,5980,Shobha Naidu,53,2,0
2080,5984,Shivakumar Patil,58,1,0
2081,5985,Nirmala Gowda,13,2,0
2082,5987,Vijay Rao,41,1,0
2083,5989,Savitri Shetty,39,2,0
2084,5991,Radha Nayak,46,2,0
2085,5992,Yashoda Iyer,50,2,0
2086,5993,Shwetha Prabhu,31,2,1
2087,5996,Puttaswamy Hegde,18,1,0
2088,5997,Manjula Desai,11,2,0
2089,5998,Srinivas Patil,29,1,0
2090,5999,Shivakumar Fernandes,35,1,0
2091,6002,Savitri Gowda,86,2,0
2092,6003,Rekha Shetty,36,2,0
2093,6004,Pallavi Sheikh,32,2,0
2094,6005,Deepa Gowda,39,2,0
2095,6007,Sowmya Khan,80,2,0
2096,6008,Halappa Iyer,24,1,0
2097,6012,Yashoda Kumar,41,2,0
2098,6014,Anitha Kumar,23,2,0
2099,6018,Shwetha Hegde,38,2,0
2100,6023,Yogesh Kumar,57,1,0
2101,6025,Salman Patil,62,1,0
2102,6030,Santosh Kumar,45,1,0
2103,6039,Dinesh Kulkarni,36,1,0
2104,6042,Shivakumar Poojary,40,1,0
2105,6044,Lakshmi Shetty,38,2,0
2106,6050,Pallavi Prabhu,49,2,0
2107,6051,Shwetha Khan,48,2,0
2108,6063,Roopa Prabhu,17,2,0
2109,6067,Nirmala Khan,20,2,1
2110,6070,Kamala Nayak,29,2,0
2111,6072,Radha Kamath,23,2,0
2112,6075,Pallavi Naik,43,2,0
2113,6078,Pallavi Kulkarni,58,2,0
2114,6082,Lokesh D'Souza,19,1,0
2115,6082,Nagaraj Prabhu,41,1,0
2116,6082,Santosh Kumar,38,1,0
2117,6085,Shwetha Achar,27,2,0
2118,6086,Chandrashekar Hiremath,44,1,0
2119,6088,Ratna Khan,44,2,0
2120,6096,Deepa Bhandari,58,2,0
2121,6097,Jayashree Patil,53,2,0
2122,6098,Joseph Kulkarni,53,1,0
2123,6099,Jayashree Shetty,62,2,0
2124,6107,Mary Naik,33,2,0
2125,6108,Yashoda Bhat,33,2,0
2126,6109,Ayesha Sheikh,57,2,0
2127,6115,Zainab Bhandari,53,2,0
2128,6117,Geetha Desai,49,2,0
2129,6120,Radha Poojary,44,2,0
2130,6124,Sandeep Shetty,19,1,0
2131,6128,Deepa Kulkarni,44,2,0
2132,6134,Radha Achar,43,2,0
2133,6139,Pushpa Prabhu,64,2,0
2134,6147,Savitri Bhandari,32,2,0
2135,6148,Yusuf Fernandes,47,1,0
2136,6151,Anitha Fernandes,19,2,0
2137,6153,Kamala Achar,10,2,0
2138,6155,Vijay Naidu,10,1,0
2139,6160,Halappa Setty,70,1,0
2140,6161,Nagaveni Jadhav,23,2,0
2141,6163,Anitha Iyer,43,2,0
2142,6167,Manjunath Kumar,39,1,0
2143,6169,Shobha Shetty,26,2,0
2144,6170,Pradeep Kumar,24,1,0
2145,6171,Ibrahim Jadhav,52,1,0
2146,6173,Kavya Devaraj,80,2,0
2147,6175,Yusuf Fernandes,40,1,0
2148,6176,Kamala Bhandari,42,2,0
2149,6178,Kavya Kamath,15,2,0
2150,6184,Sandeep Hiremath,62,1,0
2151,6191,Anitha Desai,51,2,0
2152,6192,Rajesh Patil,47,1,0
2153,6193,Joseph Desai,15,1,0
2154,6196,Lakshmi Kulkarni,29,2,0
2155,6203,Nagaveni Fernandes,58,2,0
2156,6210,Roopa Hiremath,51,2,0
2157,6211,Krishna Naidu,46,1,0
2158,6213,Zainab Urs,20,2,0
2159,6218,Mary D'Souza,54,2,0
2160,6219,Pushpa Pinto,31,2,0
2161,6221,Pushpa Bhandari,24,2,0
2162,6221,Nandini D'Souza,18,2,0
2163,6223,Geetha Jadhav,37,2,0
2164,6224,Sowmya Shetty,74,2,0
2165,6226,Kavya Urs,28,2,0
2166,6228,Kiran D'Souza,13,1,0
2167,6230,Kavya Naik,30,2,0
2168,6234,Nagaveni Kulkarni,29,2,0
2169,6235,Joseph Naidu,19,1,0
2170,6239,Yogesh Pinto,30,1,0
2171,6241,Ibrahim Devaraj,72,1,0
2172,6244,Sheela Sheikh,35,2,0
2173,6245,Yusuf Iyer,64,1,0
2174,6246,Kiran Shetty,34,1,0
2175,6251,Bhagya Prabhu,65,2,0
2176,6253,Anthony Kamath,33,1,0
2177,6254,Shwetha Hiremath,15,2,0
2178,6259,Nandini Jadhav,36,3,0
2179,6260,Rekha D'Souza,11,2,0
2180,6266,Pallavi Reddy,52,2,1
2181,6269,Sunita Desai,37,2,0
2182,6275,Suresh Bhat,42,1,0
2183,6277,Bhagya Prabhu,15,2,0
2184,6279,Bhagya Jadhav,76,2,0
2185,6280,Roopa Naidu,32,2,0
2186,6284,Nirmala Patil,24,2,0
2187,6287,Arjun Kulkarni,33,1,0
2188,6289,Radha Fernandes,50,2,0
2189,6293,Yashoda Kumar,40,2,0
2190,6295,Imran Setty,43,1,0
2191,6301,Nagaraj Gowda,63,1,0
2192,6302,Shwetha Devaraj,55,2,0
2193,6306,Kavya Naidu,66,2,0
2194,6307,Sheela Devaraj,12,2,0
2195,6310,Bhagya Nayak,45,2,0
2196,6310,Gopal Kumar,22,1,0
2197,6319,Karan Patil,20,1,0
2198,6321,Rekha Bhandari,46,2,0
2199,6325,Yusuf Hiremath,66,1,0
2200,6327,Deepa Setty,15,2,0
2201,6328,Nandini Shetty,56,2,1
2202,6329,Mahesh Patil,35,1,0
2203,6330,Anitha Bhat,53,2,0
2204,6331,Bhagya Patil,5,2,0
2205,6332,Anitha Poojary,75,2,0
2206,6335,Anand Poojary,44,1,0
2207,6337,Dinesh Iyer,31,1,0
2208,6339,Lakshmi Desai,23,2,0
2209,6340,Roopa Sheikh,95,2,0
2210,6344,Puttaswamy Setty,26,1,0
2211,6346,Vani Rao,36,2,0
2212,6347,Ratna Naidu,55,2,0
2213,6348,Karan Jadhav,42,1,0
2214,6351,Roopa Kulkarni,32,2,0
2215,6360,Nandini Setty,26,2,0
2216,6363,Vinay Reddy,41,1,0
2217,6364,Geetha Reddy,19,2,0
2218,6368,Kamala Achar,16,2,0
2219,6371,Pushpa Kamath,46,2,0
2220,6372,Anitha Patil,67,2,0
2221,6373,Deepa Pinto,49,2,0
2222,6374,Raghavendra Bhandari,16,1,0
2223,6375,Ravi Iyer,34,1,0
2224,6377,Kamala Sheikh,43,2,0
2225,6385,Lakshmi Naidu,31,2,0
2226,6394,Ganesh Patil,19,1,0
2227,6395,Yashoda Naidu,23,2,0
2228,6407,Shobha Devaraj,28,2,0
2229,6409,Kamala Kumar,51,2,0
2230,6420,Kavya Pinto,63,2,0
2231,6421,Pradeep Desai,36,1,0
2232,6426,Geetha Bhat,27,2,1
2233,6432,Mary Rao,34,2,0
2234,6434,Sheela Khan,18,2,0
2235,6438,Ibrahim Reddy,83,1,0
2236,6439,Mary Fernandes,22,2,0
2237,6441,Ratna Rao,30,2,0
2238,6442,Mary Sheikh,21,2,0
2239,6445,Ayesha Desai,54,2,0
2240,6449,Yashoda Naidu,41,2,0
2241,6462,Ayesha Urs,37,2,0
2242,6474,Anand Rao,13,1,0
2243,6475,Yusuf Khan,64,1,0
2244,6478,Radha Desai,53,2,0
2245,6480,Kavya Bhat,35,2,0
2246,6483,Sunita Khan,87,2,0
2247,6485,Rajesh Gowda,32,1,0
2248,6487,Ayesha Kulkarni,86,2,0
2249,6488,Basavaraj Nayak,38,1,0
2250,6491,Rajesh Bhandari,74,1,0
2251,6500,Sunita Jadhav,42,2,0
2252,6503,Rajesh Sheikh,12,1,0
2253,6505,Lakshmi Devaraj,45,2,0
2254,6508,Pradeep Pinto,48,1,1
2255,6511,Savitri Patil,35,2,0
2256,6513,Shwetha Jadhav,23,2,0
2257,6514,Kamala Jadhav,12,2,0
2258,6517,Lokesh Devaraj,33,1,0
2259,6519,Bhagya Iyer,41,2,0
2260,6521,Nagaveni Nayak,34,2,0
2261,6522,Rekha Reddy,38,2,0
2262,6523,Shwetha Iyer,19,2,0
2263,6528,Naveen Rao,62,1,0
2264,6531,Chandrashekar Nayak,58,1,0
2265,6532,Ravi Hegde,40,1,0
2266,6534,Fathima Reddy,43,2,0
2267,6536,Pallavi Reddy,19,2,0
2268,6539,Roopa Shetty,59,2,0
2269,6543,John Nayak,69,1,1
2270,6550,Santosh Bhandari,23,1,0
2271,6551,Kavya Kulkarni,12,2,0
2272,6553,Dinesh Kamath,53,1,0
2273,6554,Anthony Reddy,25,1,0
2274,6556,Shivakumar Bhandari,45,1,0
2275,6557,Kamala Prabhu,32,2,0
2276,6558,Vani Reddy,40,2,0
2277,6564,Roopa Hegde,6,2,0
2278,6565,Nirmala Jadhav,31,2,0
2279,6568,Channabasappa Reddy,28,1,0
2280,6571,Shivakumar Naik,21,1,0
2281,6578,Radha Iyer,39,2,0
2282,6582,Raghavendra Nayak,95,1,0
2283,6584,Roopa Devaraj,26,2,0
2284,6586,Bhagya Kamath,67,2,0
2285,6587,Fathima D'Souza,25,2,0
2286,6588,Ratna Desai,18,2,0
2287,6593,Puttaswamy Sheikh,8,1,0
2288,6596,Jayashree Hegde,31,2,0
2289,6598,Byrappa Setty,69,1,0
2290,6600,Zainab D'Souza,94,2,0
2291,6606,Bhagya Gowda,14,2,0
2292,6609,Kiran Rao,19,1,0
2293,6612,Fathima Reddy,27,2,0
2294,6619,Rajesh Jadhav,59,1,0
2295,6621,Puttaswamy Patil,37,1,0
2296,6625,Shwetha Kamath,33,2,0
2297,6629,Kavya Kulkarni,15,2,0
2298,6630,Nagaraj Kumar,68,1,0
2299,6634,Srinivas Patil,25,1,0
2300,6639,Imran Setty,10,1,0
2301,6641,Geetha Hegde,72,2,0
2302,6642,Sunita Sheikh,49,2,0
2303,6645,Raghavendra Kumar,60,1,0
2304,6654,John Jadhav,26,1,0
2305,6655,Gopal Khan,25,1,0
2306,6657,Abdul Poojary,30,1,0
2307,6661,Pushpa Rao,95,2,0
2308,6663,Nagaveni Rao,37,2,0
2309,6668,Nandini Patil,27,2,0
2310,6670,Roopa Urs,21,2,0
2311,6675,Radha Naidu,46,2,0
2312,6676,Kavya Naik,46,2,0
2313,6678,Pushpa Fernandes,42,2,0
2314,6679,Sandeep Setty,39,1,0
2315,6683,Ibrahim Poojary,21,1,0
2316,6690,Anitha Setty,19,2,0
2317,6697,Puttaswamy Poojary,70,1,0
2318,6700,Yashoda Hiremath,28,2,0
2319,6703,Nandini Bhandari,58,2,0
2320,6713,Nandini Naik,19,2,0
2321,6714,Karan Pinto,47,1,0
2322,6722,Abdul Desai,47,1,0
2323,6726,Rekha D'Souza,37,2,0
2324,6729,Ratna Kamath,16,2,0
2325,6732,Sunita Fernandes,22,2,0
2326,6740,Deepa Iyer,74,2,0
2327,6743,Bhagya Prabhu,32,2,0
2328,6748,Pradeep Pinto,43,1,0
2329,6752,Jayashree Gowda,20,2,0
2330,6755,Shwetha D'Souza,30,2,0
2331,6760,Imran Desai,36,1,0
2332,6763,Harish Reddy,59,1,0
2333,6764,Pushpa Achar,55,2,0
2334,6766,Rekha Poojary,40,2,0
2335,6769,Ashok Desai,65,1,0
2336,6773,Kiran Khan,66,1,0
2337,6775,Ratna Prabhu,52,2,0
2338,6776,Mary Khan,31,2,0
2339,6780,Manjula Iyer,29,2,0
2340,6782,Ayesha Desai,41,2,0
2341,6783,Pushpa Poojary,40,2,0
2342,6784,Yusuf Kumar,15,1,0
2343,6785,Sowmya Patil,3,2,0
2344,6790,Deepa Kamath,41,2,0
2345,6794,Kamala Hiremath,33,2,0
2346,6796,Kamala Jadhav,30,2,0
2347,6800,Nagaraj Naidu,19,1,0
2348,6800,Manjunath Setty,43,1,0
2349,6800,Fathima Hegde,41,2,0
2350,6801,Bhagya Achar,43,2,0
2351,6807,Rajesh Sheikh,37,1,0
2352,6814,Shwetha Patil,33,2,0
2353,6815,Bhagya Naik,24,2,0
2354,6819,Roopa Fernandes,58,2,0
2355,6821,Zainab Bhandari,20,2,0
2356,6822,Vani Desai,26,2,0
2357,6824,Radha Gowda,26,2,0
2358,6826,Yashoda D'Souza,8,2,0
2359,6829,Bhagya Nayak,51,2,0
2360,6833,Fathima Rao,50,2,0
2361,6836,Manjula Hegde,51,2,0
2362,6838,Lakshmi Desai,95,2,0
2363,6839,Mary Desai,50,2,0
2364,6840,Pallavi Prabhu,34,2,0
2365,6857,Shwetha Desai,44,2,0
2366,6858,Channabasappa Kamath,34,1,0
2367,6860,Manjunath Devaraj,19,1,0
2368,6861,Sowmya Kamath,36,2,0
2369,6862,Arjun Fernandes,21,1,0
2370,6863,Ratna Fernandes,61,2,0
2371,6867,Anitha Naik,40,2,0
2372,6869,Ravi Patil,39,1,0
2373,6871,Kamala Rao,35,2,0
2374,6873,Puttaswamy Setty,66,1,0
2375,6877,Krishna Bhandari,14,1,0
2376,6880,Sheela Jadhav,17,2,0
2377,6881,Deepa Prabhu,30,2,0
2378,6883,Santosh Hegde,66,1,0
2379,6884,Raghavendra Desai,38,1,0
2380,6893,Ashok Urs,17,1,0
2381,6903,Karan Desai,35,1,0
2382,6907,Radha Rao,31,2,0
2383,6908,Dinesh Hegde,32,1,0
2384,6910,Radha Reddy,40,2,0
2385,6913,Kavya Kulkarni,16,2,0
2386,6914,Anitha Pinto,36,2,0
2387,6915,Anitha Kulkarni,40,2,0
2388,6919,Kavya Kamath,21,2,0
2389,6921,Pallavi Setty,20,2,0
2390,6924,Ibrahim Rao,37,1,0
2391,6929,Ganesh Pinto,41,1,0
2392,6930,Rekha Urs,38,2,0
2393,6931,Manjula Shetty,27,2,1
2394,6935,Fathima Naik,95,2,0
2395,6936,Sunita Reddy,45,2,0
2396,6938,Ayesha Prabhu,29,2,0
2397,6942,Anitha Khan,85,2,0
2398,6945,Halappa Kamath,27,1,0
2399,6946,Roopa Devaraj,19,2,0
2400,6949,Nirmala D'Souza,21,2,0
2401,6950,Ganesh Setty,46,1,0
2402,6954,Ashok Gowda,30,1,0
2403,6956,Joseph Sheikh,6,1,0
2404,6959,Manjula Khan,40,2,0
2405,6960,Bhagya Devaraj,57,2,0
2406,6964,Srinivas Achar,44,1,0
2407,6970,Deepa Bhandari,31,2,0
2408,6979,Shobha Kulkarni,42,2,0
2409,6980,Ayesha Hiremath,80,2,0
2410,6992,Muniraju Prabhu,27,1,0
2411,6994,Radha Rao,42,2,0
2412,6998,Nagaraj Pinto,48,1,0
2413,7001,Yashoda Shetty,19,2,0
2414,7004,Kavya Urs,64,2,0
2415,7007,Radha Hegde,89,2,0
2416,7011,Lokesh Pinto,29,1,0
2417,7013,Dinesh Iyer,25,1,0
2418,7014,Kavya Bhandari,32,2,0
2419,7016,Nagaveni Jadhav,18,2,0
2420,7019,Muniraju Reddy,50,1,0
2421,7021,Lakshmi Achar,46,2,0
2422,7028,Anand Bhat,29,1,0
2423,7031,Geetha Naidu,24,2,0
2424,7034,John Bhat,61,1,0
2425,7041,Nandini Fernandes,51,2,0
2426,7042,Savitri Naik,20,2,0
2427,7044,Ashok Hiremath,35,1,0
2428,7049,Roopa Rao,45,2,0
2429,7054,Ayesha Sheikh,45,2,0
2430,7055,Zainab Khan,54,2,0
2431,7058,Nagaveni Hiremath,95,2,0
2432,7059,Ramesh Hegde,31,1,0
2433,7062,Nirmala Pinto,92,2,0
2434,7064,Ashok Devaraj,18,1,0
2435,7067,Nagaveni Bhat,25,2,0
2436,7070,Pradeep Setty,90,1,0
2437,7071,Geetha Naik,79,2,0
2438,7074,Shobha Pinto,21,2,0
2439,7076,Nagaraj Jadhav,90,1,0
2440,7081,Naveen Rao,39,1,0
2441,7081,Manoj Hiremath,38,1,0
2442,7081,Shwetha Desai,48,2,0
2443,7082,Shwetha Patil,44,2,0
2444,7084,Pallavi Kamath,23,2,0
2445,7086,Gopal Kulkarni,38,1,0
2446,7088,Suresh Setty,25,1,0
2447,7095,Joseph Sheikh,13,1,0
2448,7104,Sowmya Desai,38,2,0
2449,7106,Byrappa Devaraj,12,1,0
2450,7110,Xavier Iyer,75,1,0
2451,7111,Sowmya Reddy,56,2,0
2452,7120,Mary Devaraj,14,2,0
2453,7130,Geetha Iyer,56,2,0
2454,7131,Radha Hiremath,28,2,0
2455,7136,Halappa Pinto,42,1,0
2456,7142,Chandrashekar Desai,26,1,0
2457,7147,Ratna Setty,53,2,0
2458,7150,Lakshmi Gowda,50,2,0
2459,7159,Vani Devaraj,30,2,0
2460,7164,Suresh Achar,19,1,0
2461,7165,Ratna Poojary,27,2,0
2462,7166,Basavaraj Hegde,55,1,0
2463,7167,Ashok Prabhu,55,1,0
2464,7171,Shwetha Fernandes,31,2,0
2465,7171,Sheela Desai,28,2,0
2466,7171,Jayashree Shetty,61,2,0
2467,7177,Roopa Kumar,46,2,0
2468,7178,Radha Urs,41,2,0
2469,7182,Deepak Fernandes,9,1,0
2470,7184,Halappa Fernandes,47,1,0
2471,7186,Harish D'Souza,48,1,0
2472,7187,Manjula Kumar,48,2,0
2473,7192,Sunita Bhat,26,2,0
2474,7194,Ayesha Bhat,11,2,0
2475,7195,Roopa Sheikh,55,2,0
2476,7197,Kamala Desai,37,2,0
2477,7201,Anthony Bhandari,37,1,0
2478,7206,Harish Jadhav,39,1,0
2479,7213,Kamala Pinto,45,2,0
2480,7216,Nandini Khan,37,2,0
2481,7219,Savitri Sheikh,20,2,0
2482,7221,Shobha Naidu,22,2,0
2483,7230,Ratna Kulkarni,47,2,0
2484,7231,Mary Kamath,35,2,0
2485,7233,Manjula Kulkarni,23,2,0
2486,7234,Geetha Shetty,13,2,0
2487,7238,Umesh Naik,55,1,0
2488,7239,Yashoda Hegde,22,2,0
2489,7240,Vijay Poojary,40,1,0
2490,7242,Karan Bhandari,16,1,0
2491,7245,Kavya Naik,33,2,0
2492,7254,Geetha D'Souza,40,2,0
2493,7260,Nirmala Rao,42,2,0
2494,7264,Pallavi Desai,28,2,0
2495,7266,Mary Rao,25,2,0
2496,7269,Manoj Patil,36,1,0
2497,7271,Sunita Prabhu,29,2,0
2498,7272,Girish Achar,37,1,0
2499,7273,Lakshmi Nayak,43,2,0
2500,7274,Nandini Kamath,65,2,0
2501,7279,Lakshmi Prabhu,30,2,0
2502,7281,Umesh Achar,32,1,0
2503,7281,Vani Kumar,58,2,0
2504,7281,Prakash Reddy,32,1,0
2505,7282,Bhagya D'Souza,35,2,0
2506,7283,Deepak Iyer,6,1,0
2507,7285,Ibrahim Reddy,24,1,0
2508,7286,Manjunath Patil,42,1,0
2509,7288,Radha D'Souza,67,2,0
2510,7289,Ramesh Prabhu,65,1,0
2511,7292,Jayashree Khan,57,2,0
2512,7293,Vinay Jadhav,78,1,0
2513,7300,Deepa Bhandari,44,2,0
2514,7301,Manjunath Devaraj,56,1,0
2515,7305,Salman Pinto,21,1,0
2516,7306,Ganesh Naik,46,1,0
2517,7310,Gopal Achar,35,1,0
2518,7312,Sheela Reddy,17,2,0
2519,7314,Chandrashekar Urs,23,1,0
2520,7318,Kiran Pinto,65,1,0
2521,7321,Nandini D'Souza,45,2,0
2522,7326,Nagaveni Sheikh,51,2,0
2523,7328,Shivakumar Jadhav,10,1,0
2524,7329,Jayashree Reddy,60,2,0
2525,7333,Bhagya Iyer,59,2,0
2526,7337,Geetha Khan,44,2,0
2527,7338,Naveen Kamath,22,1,0
2528,7340,Manjula Naidu,52,2,0
2529,7342,Sowmya Kumar,48,2,0
2530,7344,Sowmya Achar,35,2,0
2531,7347,Sowmya Sheikh,30,2,0
2532,7348,Rajesh Bhat,54,1,0
2533,7352,Manjula Reddy,44,2,0
2534,7361,Shobha Gowda,73,2,0
2535,7365,Pradeep Rao,44,1,0
2536,7368,Deepa Patil,58,2,0
2537,7369,Kamala Reddy,20,2,0
2538,7371,Manjula Gowda,29,2,0
2539,7374,Bhagya Urs,75,2,0
2540,7376,Ibrahim Achar,15,1,0
2541,7377,Puttaswamy Hegde,18,1,0
2542,7380,Raghavendra Prabhu,19,1,0
2543,7384,Pushpa Kumar,44,2,0
2544,7391,Kamala Achar,37,2,0
2545,7393,Ramesh Naik,14,1,0
2546,7394,Ratna Desai,32,2,0
2547,7395,Imran Kamath,39,1,0
2548,7398,Prakash Setty,19,1,1
2549,7399,Suresh Naik,30,1,0
2550,7401,Suresh Patil,25,1,0
2551,7411,Kamala Urs,55,2,0
2552,7412,Vani Achar,28,2,0
2553,7417,Ganesh Setty,22,1,0
2554,7424,Savitri Kumar,47,2,0
2555,7425,Fathima Reddy,47,2,0
2556,7427,Pushpa Nayak,48,2,0
2557,7434,Rajesh Reddy,68,1,0
2558,7437,Kavya Reddy,42,2,0
2559,7439,Bhagya Setty,20,2,0
2560,7445,Deepa Bhandari,26,2,0
2561,7458,Bhagya Desai,17,2,0
2562,7460,Savitri Hiremath,10,2,0
2563,7464,Puttaswamy Bhat,26,1,0
2564,7468,Kavya Jadhav,25,2,0
2565,7470,Kiran Achar,20,1,0
2566,7472,Shivakumar Sheikh,41,1,0
2567,7476,Nirmala Desai,21,2,0
2568,7480,Rekha Setty,40,2,0
2569,7482,Sheela Bhat,21,2,0
2570,7483,Shwetha Nayak,30,2,0
2571,7484,Pallavi Reddy,21,2,0
2572,7489,Kavya Urs,27,2,0
2573,7493,Girish Naik,29,1,0
2574,7500,Chandrashekar Iyer,34,1,0
2575,7503,Radha Devaraj,80,2,0
2576,7504,Ganesh Reddy,68,1,0
2577,7505,Ratna D'Souza,32,2,1
2578,7508,Shwetha Khan,40,2,0
2579,7508,Nirmala Khan,45,2,0
2580,7508,Bhagya Bhandari,36,2,0
2581,7512,Bhagya Gowda,31,2,0
2582,7515,Krishna D'Souza,44,1,0
2583,7516,Lokesh Shetty,19,1,0
2584,7518,Girish Reddy,26,1,0
2585,7519,Deepa Achar,25,2,0
2586,7526,Vani Prabhu,29,2,0
2587,7527,Ayesha Achar,25,2,0
2588,7528,Bhagya Achar,32,2,0
2589,7530,Basavaraj Fernandes,34,1,0
2590,7533,Lokesh Shetty,57,1,0
2591,7534,Savitri D'Souza,22,2,0
2592,7537,Sheela Setty,37,2,0
2593,7538,Shobha Pinto,9,2,0
2594,7539,Vinay Rao,32,1,0
2595,7542,Kiran Hiremath,48,1,0
2596,7547,Lakshmi Rao,28,2,0
2597,7549,Kamala Reddy,36,2,0
2598,7550,Sheela Poojary,27,2,0
2599,7553,Nagaveni Patil,30,2,0
2600,7556,Ravi Shetty,33,1,0
2601,7558,Savitri Naik,42,2,0
2602,7565,Nirmala Setty,24,2,0
2603,7566,Srinivas Devaraj,41,1,0
2604,7568,Rekha Hiremath,31,2,0
2605,7570,Geetha Nayak,23,2,0
2606,7574,Nandini Jadhav,53,2,0
2607,7577,Harish Sheikh,19,1,0
2608,7585,Pushpa Prabhu,62,2,0
2609,7586,Fathima Setty,50,2,0
2610,7590,John Setty,19,1,0
2611,7591,Shobha Bhandari,32,2,0
2612,7592,Sheela Bhandari,63,2,0
2613,7596,Radha Achar,25,2,0
2614,7607,Arjun Achar,37,1,0
2615,7612,Channabasappa Shetty,22,1,0
2616,7614,Yashoda Setty,55,2,0
2617,7620,Harish Iyer,26,1,0
2618,7621,Salman Achar,29,1,0
2619,7622,Joseph Pinto,20,1,0
2620,7624,Bhagya Khan,26,2,0
2621,7637,Ravi Sheikh,19,1,0
2622,7638,Anand Achar,84,1,0
2623,7639,Shwetha Kulkarni,24,2,0
2624,7641,Vinay Desai,33,1,0
2625,7642,Anitha Pinto,84,2,0
2626,7643,Jayashree Nayak,40,2,0
2627,7646,Anitha Reddy,14,2,0
2628,7647,Shobha Fernandes,27,2,0
2629,7648,Deepa Setty,57,2,0
2630,7649,Sandeep Kulkarni,50,1,0
2631,7656,Sandeep Jadhav,30,1,0
2632,7657,Manjula Sheikh,21,2,0
2633,7660,Deepa Naidu,62,2,0
2634,7664,Kiran Fernandes,50,1,0
2635,7675,Shobha Shetty,58,2,0
2636,7677,Ratna D'Souza,21,2,0
2637,7679,Xavier Naik,23,1,0
2638,7682,Mahesh D'Souza,75,1,0
2639,7685,Arjun D'Souza,35,1,0
2640,7686,Yogesh Patil,42,1,0
2641,7687,Roopa D'Souza,24,2,0
2642,7691,Kavya Reddy,54,2,0
2643,7691,John Naik,61,1,0
2644,7691,Vijay Shetty,48,1,0
2645,7702,Pallavi Urs,35,2,0
2646,7708,Manjunath Setty,15,1,0
2647,7711,Yashoda Rao,22,2,0
2648,7716,Mary Gowda,23,2,0
2649,7718,Basavaraj Fernandes,15,1,0
2650,7723,Ganesh Devaraj,41,1,0
2651,7724,Ganesh Sheikh,53,1,0
2652,7727,Anand Bhandari,25,1,0
2653,7728,Nagaraj Naidu,28,1,0
2654,7729,Yashoda Khan,27,2,0
2655,7730,Shobha Hegde,35,2,0
2656,7736,Joseph Prabhu,87,1,0
2657,7737,Lokesh Hiremath,22,1,0
2658,7742,Shwetha Bhat,38,2,0
2659,7747,Yusuf Devaraj,17,1,0
2660,7749,Bhagya Devaraj,32,2,0
2661,7750,Manjula Iyer,20,2,0
2662,7756,Deepa Poojary,34,2,0
2663,7757,Yogesh Kamath,43,1,0
2664,7762,Nagaveni Setty,40,2,0
2665,7763,Manjula Kumar,38,2,0
2666,7764,Shwetha Khan,40,2,0
2667,7766,Pallavi Rao,31,2,0
2668,7768,Vinay Kamath,51,1,0
2669,7769,Nagaraj Kumar,25,1,0
2670,7772,Radha Hiremath,72,2,0
2671,7777,Harish Poojary,37,1,0
2672,7778,Sowmya Naik,27,2,0
2673,7787,Shobha Nayak,38,2,0
2674,7788,Roopa Khan,36,2,0
2675,7791,Nagaveni Kulkarni,56,2,0
2676,7792,Vani Kamath,42,2,0
2677,7793,Nirmala Sheikh,26,2,0
2678,7794,John Gowda,39,1,0
2679,7805,Halappa Setty,27,1,0
2680,7809,Sheela Sheikh,30,2,0
2681,7811,Shivakumar Kamath,25,1,0
2682,7814,Abdul Rao,38,1,0
2683,7816,Geetha Devaraj,38,2,0
2684,7816,Joseph Devaraj,27,1,0
2685,7816,Harish Hiremath,37,1,0
2686,7821,Santosh Jadhav,72,1,0
2687,7822,Zainab Hegde,47,2,0
2688,7830,Sunita Desai,43,2,0
2689,7832,Shwetha Patil,26,2,0
2690,7832,Karan Setty,52,1,0
2691,7839,Manoj Achar,34,1,0
2692,7841,Kamala Devaraj,26,2,0
2693,7843,Nandini Reddy,28,2,0
2694,7845,Pradeep Sheikh,54,1,0
2695,7858,Prakash Devaraj,43,1,0
2696,7863,Sowmya Kamath,33,2,0
2697,7864,Anand Fernandes,31,1,0
2698,7866,Muniraju Shetty,56,1,0
2699,7871,Fathima Nayak,37,2,0
2700,7873,Nagaveni Gowda,18,2,0
2701,7877,Prakash Naik,32,1,0
2702,7878,Radha Achar,29,2,0
2703,7882,Basavaraj Reddy,25,1,0
2704,7883,Suresh Kulkarni,29,1,0
2705,7887,Vani Pinto,22,2,0
2706,7888,Kamala Hegde,29,2,0
2707,7891,Deepak Kamath,9,1,0
2708,7892,Deepa Bhandari,51,2,0
2709,7901,Srinivas Naik,16,1,0
2710,7906,Shobha Kamath,27,2,0
