ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
7246,6772,Salman Urs,38,5,1,5,1
7247,6773,Jayashree Kulkarni,11,1,7,2,2
7248,6774,Anitha Naik,18,1,1,4,2
7249,6775,Sandeep Bhat,33,10,1,1,1
7250,6776,Vinay Poojary,48,6,1,1,1
7251,6777,Mary Reddy,50,5,1,3,2
7252,6778,Ravi Shetty,37,3,1,1,1
7253,6779,Geetha Sheikh,82,3,1,2,2
7254,6780,Deepa D'Souza,61,3,1,2,2
7255,6781,Manoj Desai,35,11,1,1,1
7256,6782,Mary Bhat,57,6,2,5,2
7257,6783,Puttaswamy Naik,47,2,1,7,1
7258,6784,Shivakumar Reddy,42,1,1,1,1
7259,6785,Anitha Hegde,33,2,1,3,2
7260,6786,Kiran Gowda,31,2,1,4,1
7261,6787,Srinivas Iyer,51,7,1,2,1
7262,6788,Gopal Desai,41,7,1,1,1
7263,6789,Sunita Reddy,26,1,1,1,2
7264,6790,Deepa Bhat,58,4,1,3,2
7265,6791,Sunita Khan,19,7,1,1,2
7266,6792,Pradeep Setty,43,3,1,6,1
7267,6793,Ramesh Naik,47,2,2,6,1
7268,6794,Bhagya Reddy,29,7,1,1,2
7269,6795,Shwetha Rao,31,1,2,1,2
7270,6796,Kavya Khan,55,2,1,7,2
7271,6797,John Nayak,1,5,1,5,1
7272,6798,Rajesh Devaraj,79,5,2,1,1
7273,6799,Vijay Poojary,22,2,1,4,1
7274,6800,Fathima Poojary,43,1,1,1,2
7275,6801,Anand Shetty,41,6,1,3,1
7276,6802,Jayashree Jadhav,27,2,1,1,2
7277,6803,Mary Fernandes,37,8,1,4,2
7278,6803,Abdul Rao,22,3,1,2,1
7279,6804,Kiran Pinto,47,2,1,1,1
7280,6805,Halappa Hegde,92,1,1,1,1
7281,6806,Channabasappa D'Souza,38,1,1,3,1
7282,6807,Ibrahim Bhandari,62,2,1,2,1
7283,6808,Joseph Achar,55,3,1,5,1
7284,6809,Zainab Jadhav,45,3,1,3,2
7285,6810,Pushpa Kulkarni,14,11,1,1,2
7286,6810,Kiran Reddy,24,2,1,3,1
7287,6811,Manoj Devaraj,49,1,1,2,1
7288,6812,Nirmala Pinto,18,6,1,2,2
7289,6813,Sandeep Hegde,28,1,1,1,1
7290,6814,Anthony Bhandari,23,1,1,3,1
7291,6815,Yashoda Devaraj,37,2,1,4,2
7292,6816,Savitri Bhandari,22,7,1,2,2
7293,6817,Sheela Sheikh,41,6,1,2,2
7294,6817,Nagaveni D'Souza,55,5,1,3,2
7295,6818,Umesh Reddy,26,7,1,2,1
7296,6818,Umesh Setty,41,6,1,2,1
7297,6819,Chandrashekar Urs,20,8,1,1,1
7298,6820,Jayashree Hiremath,49,1,1,2,2
7299,6821,Vinay Hegde,22,8,1,2,1
7300,6822,Deepa Kulkarni,30,8,2,1,2
7301,6823,Dinesh Pinto,37,3,1,3,1
7302,6824,Chandrashekar Bhandari,42,7,1,1,1
7303,6824,Arjun Sheikh,53,2,1,7,1
7304,6825,Kiran Patil,24,5,2,3,1
7305,6826,Shwetha Reddy,47,1,1,5,2
7306,6827,Santosh Reddy,70,9,1,3,1
7307,6827,Radha Iyer,38,8,2,2,2
7308,6828,Pallavi Urs,39,5,1,3,2
7309,6829,Ratna Jadhav,24,5,1,2,2
7310,6830,Anitha Bhandari,22,1,1,1,2
7311,6831,Shwetha Shetty,42,1,1,2,2
7312,6832,Yashoda Bhat,42,3,1,1,2
7313,6833,Ravi Prabhu,23,3,2,2,1
7314,6834,Lokesh Shetty,63,2,1,3,1
7315,6835,Nandini Fernandes,6,7,1,1,2
7316,6835,Zainab Poojary,36,6,1,5,2
7317,6836,Vijay Bhandari,16,9,1,1,1
7318,6837,Roopa Kamath,95,1,1,1,2
7319,6838,Imran Bhat,24,1,1,4,1
7320,6839,Prakash Poojary,26,5,4,1,1
7321,6840,Geetha Pinto,67,1,1,5,2
7322,6841,Manjunath Desai,22,9,1,1,1
7323,6842,Sowmya Poojary,94,2,1,1,2
7324,6843,Raghavendra Prabhu,24,5,1,2,1
7325,6844,Ganesh D'Souza,80,2,1,5,1
7326,6845,Nagaveni Patil,19,6,1,6,2
7327,6846,Yashoda Khan,45,3,1,6,2
7328,6847,Savitri Pinto,33,7,1,3,2
7329,6848,Shwetha Kulkarni,33,1,1,2,2
7330,6849,Ratna Gowda,21,3,1,5,2
7331,6850,Jayashree Sheikh,32,4,1,1,2
7332,6851,Deepa Poojary,21,6,1,1,2
7333,6852,Deepa Kamath,95,2,3,3,2
7334,6853,Mahesh Sheikh,49,1,3,5,1
7335,6854,Naveen Devaraj,24,6,1,5,1
7336,6855,Rekha Fernandes,65,1,1,3,2
7337,6856,Naveen Desai,43,1,1,1,1
7338,6857,Nirmala Kamath,34,1,1,5,2
7339,6858,Abdul Hiremath,21,1,1,2,1
7340,6859,Sandeep Rao,56,8,1,4,1
7341,6860,Sheela Gowda,43,3,1,3,2
7342,6861,Pradeep Hegde,20,2,2,6,1
7343,6862,Mahesh Devaraj,36,8,1,2,1
7344,6863,Pradeep Khan,61,6,2,2,1
7345,6864,Gopal Pinto,40,5,1,2,1
7346,6865,Nagaraj Patil,79,3,1,2,1
7347,6866,Ayesha Kamath,26,6,1,2,2
7348,6867,Zainab Jadhav,32,1,2,1,2
7349,6868,Zainab Khan,38,2,1,2,2
7350,6869,Anthony D'Souza,22,5,2,2,1
7351,6870,Kamala Devaraj,71,2,1,2,2
7352,6871,Suresh Reddy,44,3,1,1,1
7353,6872,Geetha Pinto,79,5,7,4,2
7354,6873,Ayesha Hiremath,58,1,1,1,2
7355,6874,Prakash Desai,16,10,7,3,1
7356,6875,Shivakumar Poojary,69,5,2,3,1
7357,6876,Lakshmi Pinto,28,5,2,1,2
7358,6877,Deepak Pinto,55,3,2,2,1
7359,6878,Imran Devaraj,50,7,1,3,1
7360,6879,Anitha Reddy,22,4,1,6,2
7361,6879,Rekha Gowda,33,9,7,1,2
7362,6880,Suresh Patil,78,7,7,2,1
7363,6881,Suresh Nayak,28,2,7,4,1
7364,6882,Fathima Rao,32,5,1,2,2
7365,6883,Shobha Gowda,62,9,2,2,2
7366,6884,Bhagya Devaraj,24,1,1,1,2
7367,6885,Chandrashekar Bhat,54,1,1,3,1
7368,6886,Deepak Naidu,55,8,1,5,1
7369,6887,Shwetha Hegde,28,4,7,1,2
7370,6888,Rekha Kamath,47,3,1,1,2
7371,6889,Sunita Khan,59,6,1,5,2
7372,6890,Shivakumar Poojary,28,1,1,1,1
7373,6891,Zainab Kulkarni,17,1,1,7,2
7374,6891,Rajesh Jadhav,74,3,7,1,1
7375,6892,Channabasappa Setty,29,7,1,7,1
7376,6893,Xavier Setty,53,1,1,2,1
7377,6894,Yusuf Kumar,16,7,1,1,1
7378,6895,Nagaraj Gowda,66,11,2,1,1
7379,6896,Fathima Reddy,60,6,1,1,2
7380,6897,Mary Naidu,33,2,1,1,2
7381,6898,Channabasappa Jadhav,17,7,7,1,1
7382,6899,Shwetha Hiremath,25,4,3,1,2
7383,6900,Sowmya Urs,49,2,1,1,2
7384,6901,Yashoda Shetty,7,5,1,4,2
7385,6902,Deepa Poojary,33,5,1,1,2
7386,6903,Srinivas Setty,16,2,1,6,1
7387,6903,Savitri Patil,23,4,7,3,2
7388,6904,Deepak Jadhav,19,6,1,3,1
7389,6905,Shivakumar Naik,38,7,1,4,1
7390,6906,Naveen Prabhu,10,5,1,5,1
7391,6907,Vijay Kamath,32,2,1,7,1
7392,6908,Rekha Prabhu,32,2,1,3,2
7393,6909,Srinivas Urs,21,4,1,1,1
7394,6910,Naveen Bhat,30,2,1,2,1
7395,6910,Ratna Desai,39,11,1,1,2
7396,6911,Ratna Rao,38,1,1,2,2
7397,6912,Manjula Jadhav,19,3,1,1,2
7398,6913,Xavier Fernandes,23,5,1,4,1
7399,6914,Ratna Pinto,47,11,1,7,2
7400,6915,Nandini Hiremath,73,2,2,5,2
7401,6915,John Kamath,38,7,2,4,1
7402,6916,Yashoda Pinto,28,1,1,2,2
7403,6917,Ganesh Nayak,29,3,1,3,1
7404,6918,Sunita Urs,34,3,1,4,2
7405,6919,Xavier Pinto,45,3,2,1,1
7406,6920,Girish Sheikh,47,1,1,7,1
7407,6921,Vinay Iyer,25,6,1,6,1
7408,6922,Puttaswamy Naik,38,3,1,1,1
7409,6923,Arjun Desai,45,1,1,4,1
7410,6924,Savitri Kamath,93,3,1,1,2
7411,6925,Ibrahim Naidu,44,4,1,1,1
7412,6926,Kamala Desai,19,3,1,3,2
7413,6927,Nandini Iyer,18,7,1,1,2
7414,6928,Manjunath Desai,22,4,1,2,1
7415,6929,Basavaraj Gowda,50,2,1,1,1
7416,6930,Nagaveni Achar,34,6,1,4,2
7417,6931,Mahesh Bhat,38,3,1,2,1
7418,6932,Geetha Prabhu,31,3,1,5,2
7419,6933,Byrappa Devaraj,15,2,3,5,1
7420,6934,Harish Kulkarni,34,5,1,3,1
7421,6935,Ayesha Khan,36,4,5,2,2
7422,6936,Geetha Hegde,31,4,1,1,2
7423,6937,Srinivas Urs,60,2,1,4,1
7424,6938,Anthony Bhat,31,3,2,2,1
7425,6939,Sowmya Hiremath,35,8,7,2,2
7426,6940,Geetha Jadhav,12,6,1,3,2
7427,6941,Ibrahim Khan,3,5,1,6,1
7428,6942,Pradeep Kamath,17,2,1,1,1
7429,6943,Sunita Naidu,30,1,1,3,2
7430,6943,Anand Pinto,31,2,1,7,1
7431,6944,Anitha Setty,22,11,1,5,2
7432,6945,Ibrahim Desai,31,6,1,2,1
7433,6946,Fathima Naik,38,4,1,3,2
7434,6947,Pradeep Devaraj,57,2,1,2,1
7435,6947,Zainab Patil,41,3,1,3,2
7436,6948,Nagaraj Pinto,42,2,1,2,1
7437,6949,Nandini D'Souza,48,5,1,1,2
7438,6949,Vinay Khan,36,1,1,3,1
7439,6950,Roopa Iyer,16,2,1,7,2
7440,6951,Naveen Sheikh,26,4,3,1,1
7441,6952,Deepa Shetty,34,6,7,3,2
7442,6952,Ratna Sheikh,25,7,2,2,2
7443,6953,Raghavendra Desai,38,8,1,1,1
7444,6954,Girish Setty,42,10,1,2,1
7445,6955,Lakshmi Fernandes,37,5,1,2,2
7446,6955,Umesh D'Souza,31,4,1,5,1
7447,6956,Joseph Shetty,21,6,1,3,1
7448,6957,Suresh Urs,43,2,1,1,1
7449,6958,Santosh Gowda,91,1,1,2,1
7450,6959,Mary Reddy,74,2,2,2,2
7451,6960,Shwetha Patil,25,5,1,2,2
7452,6961,Mahesh Desai,48,7,1,2,1
7453,6962,Vani Poojary,36,6,1,2,2
7454,6963,Roopa Fernandes,20,5,1,1,2
7455,6964,Manoj Rao,42,10,7,6,1
7456,6965,Dinesh Reddy,50,4,1,2,1
7457,6966,Ibrahim Reddy,39,2,1,2,1
7458,6967,Shivakumar Bhat,19,2,1,2,1
7459,6967,Deepa Urs,37,1,1,6,2
7460,6968,Pradeep Bhat,23,2,2,1,1
7461,6969,Santosh Sheikh,11,2,1,1,1
7462,6970,Harish Patil,47,2,1,3,1
7463,6970,Pallavi D'Souza,54,2,1,5,2
7464,6971,Deepa Hiremath,44,8,1,1,2
7465,6972,Pallavi Naik,31,8,1,1,2
7466,6973,Krishna Reddy,42,4,7,1,1
7467,6974,Ganesh Bhat,22,2,3,1,1
7468,6975,Nandini Pinto,36,5,1,7,2
7469,6976,Kamala Fernandes,64,11,1,2,2
7470,6977,Anitha Urs,22,4,2,2,2
7471,6978,Santosh Bhat,17,4,2,2,1
7472,6979,Muniraju Iyer,36,3,1,2,1
7473,6980,Kiran Rao,95,7,1,2,1
7474,6981,Manoj Reddy,33,2,2,2,1
7475,6982,Ayesha Pinto,29,6,1,3,2
7476,6983,Channabasappa Fernandes,35,3,1,3,1
7477,6984,Rajesh Naidu,63,4,1,1,1
7478,6984,Vijay Pinto,23,5,7,7,1
7479,6985,Zainab Kulkarni,38,9,1,1,2
7480,6986,Chandrashekar Gowda,13,5,1,5,1
7481,6987,Rekha Kumar,47,1,7,2,2
7482,6988,Nagaraj Setty,33,5,7,3,1
7483,6989,Sheela Naik,19,2,7,2,2
7484,6990,Bhagya Bhat,45,3,1,1,2
7485,6991,Sowmya Sheikh,32,5,1,2,2
7486,6992,Sheela Pinto,55,1,1,1,2
7487,6993,Arjun Naik,49,5,1,1,1
7488,6994,Bhagya Setty,67,7,2,7,2
7489,6995,Basavaraj Pinto,24,9,1,1,1
7490,6996,Salman Pinto,56,5,2,1,1
7491,6997,Harish Devaraj,40,5,4,2,1
7492,6998,Umesh Devaraj,28,4,1,2,1
7493,6999,Naveen Kumar,26,6,2,5,1
7494,6999,Chandrashekar Devaraj,12,1,1,3,1
7495,7000,Srinivas Kulkarni,26,8,1,1,1
7496,7001,Basavaraj Gowda,63,1,1,1,1
7497,7002,Nandini Gowda,50,2,1,3,2
7498,7003,Halappa Pinto,26,8,1,1,1
7499,7003,Salman Poojary,32,3,1,1,1
7500,7004,Bhagya Achar,36,2,1,1,2
7501,7005,Manjunath Shetty,13,2,2,2,1
7502,7006,Nagaveni Hegde,19,7,1,6,2
7503,7006,Yusuf Iyer,47,5,1,2,1
7504,7007,Manoj Jadhav,74,1,1,1,1
7505,7007,Mary Rao,56,9,1,3,2
7506,7008,Mary Shetty,33,2,1,2,2
7507,7009,Ayesha Prabhu,22,9,2,4,2
7508,7010,Harish Achar,9,1,1,2,1
7509,7011,Nagaveni Shetty,45,8,1,6,2
7510,7012,Arjun Devaraj,85,6,1,5,1
7511,7013,Muniraju Desai,54,5,1,2,1
7512,7014,Sunita Shetty,22,2,1,2,2
7513,7015,Bhagya Khan,23,5,1,2,2
7514,7016,Harish Iyer,18,8,1,2,1
7515,7017,Nandini Nayak,14,5,1,2,2
7516,7018,Girish Nayak,38,9,1,1,1
7517,7019,Ashok Khan,43,1,1,2,1
7518,7020,Mary Sheikh,26,2,2,2,2
7519,7021,Roopa Prabhu,21,1,1,3,2
7520,7022,Joseph Iyer,39,6,1,1,1
7521,7023,Ganesh Reddy,32,1,1,7,1
7522,7024,Radha Reddy,75,2,1,3,2
7523,7025,Nagaveni Setty,55,1,1,1,2
7524,7026,Krishna Achar,24,4,1,5,1
7525,7027,Vani Naik,41,2,1,1,2
7526,7028,Imran Nayak,47,7,1,3,1
7527,7029,Nagaraj Bhandari,38,3,1,3,1
7528,7030,Halappa Poojary,27,6,2,2,1
7529,7031,Savitri Hiremath,63,2,3,7,2
7530,7031,Rajesh Desai,76,6,2,1,1
7531,7032,Gopal Sheikh,65,3,1,5,1
7532,7033,Geetha Shetty,89,2,1,2,2
7533,7034,Lakshmi Bhat,49,3,1,1,2
7534,7035,Sheela Pinto,67,4,2,3,2
7535,7036,Sunita Pinto,23,3,1,1,2
7536,7037,Ganesh D'Souza,30,4,1,3,1
7537,7038,Shwetha Devaraj,36,5,1,2,2
7538,7039,Umesh Hegde,60,2,1,5,1
7539,7040,Savitri Reddy,35,3,1,3,2
7540,7041,Lakshmi Poojary,33,4,1,2,2
7541,7042,Vani Patil,23,7,1,3,2
7542,7043,Yogesh Sheikh,16,7,1,1,1
7543,7044,Lokesh Rao,39,2,1,7,1
7544,7045,Imran Sheikh,35,2,1,1,1
7545,7046,Shwetha Devaraj,95,7,7,4,2
7546,7047,Radha Gowda,12,2,2,2,2
7547,7047,Pradeep Sheikh,10,2,2,1,1
7548,7048,Channabasappa Patil,28,2,1,2,1
7549,7049,Manjula Poojary,15,3,7,1,2
7550,7050,Savitri Patil,48,8,2,5,2
7551,7051,Fathima Hiremath,88,5,1,2,2
7552,7052,Roopa Kulkarni,22,5,1,4,2
7553,7053,Fathima Hegde,49,6,2,1,2
7554,7054,Deepa Kamath,48,9,1,3,2
7555,7055,Geetha Setty,34,5,1,2,2
7556,7056,Deepa Desai,78,7,2,3,2
7557,7057,Deepa Gowda,17,1,1,5,2
7558,7058,Rekha Hiremath,43,4,1,3,2
7559,7059,Gopal D'Souza,79,2,2,1,1
7560,7060,Nandini Nayak,38,1,1,2,2
7561,7061,Sandeep Pinto,56,4,1,1,1
7562,7062,Jayashree Hegde,67,7,1,1,2
7563,7063,Nagaveni Iyer,60,5,1,1,2
7564,7064,Naveen Setty,49,3,1,2,1
7565,7065,Pushpa Gowda,28,7,2,2,2
7566,7066,Puttaswamy D'Souza,59,7,1,2,1
7567,7067,Ayesha Iyer,31,5,1,1,2
7568,7068,Bhagya Rao,62,9,7,3,2
7569,7069,Pushpa Gowda,49,9,1,3,2
7570,7070,Sowmya Fernandes,47,3,1,7,2
7571,7071,Roopa Urs,10,7,1,3,2
7572,7072,Chandrashekar Bhandari,37,1,1,2,1
7573,7073,Fathima Rao,53,2,1,1,2
7574,7074,Zainab Naik,42,3,1,6,2
7575,7075,Salman D'Souza,50,1,1,7,1
7576,7076,Rajesh Kamath,30,4,1,1,1
7577,7077,Shobha Kamath,29,2,7,1,2
7578,7078,Gopal Gowda,60,1,3,4,1
7579,7079,Kavya Naidu,32,3,1,1,2
7580,7080,Nandini Fernandes,78,6,1,3,2
7581,7081,Pushpa Jadhav,76,3,1,2,2
7582,7082,Mary Sheikh,14,4,1,1,2
7583,7083,Pallavi Iyer,57,8,1,1,2
7584,7084,Anitha Hiremath,73,4,2,7,2
7585,7085,Ramesh Urs,19,7,1,3,1
7586,7086,Imran Hiremath,37,1,1,5,1
7587,7087,Ayesha Jadhav,85,4,1,2,2
7588,7088,Shivakumar Reddy,53,2,1,1,1
7589,7089,Arjun Hegde,43,5,1,2,1
7590,7090,Lokesh Shetty,45,3,1,1,1
7591,7091,Joseph Gowda,55,1,1,3,1
7592,7092,Anthony Bhandari,33,3,2,5,1
7593,7093,Anand Iyer,60,2,1,2,1
7594,7094,Kamala Kumar,46,7,1,2,2
7595,7095,Rekha Jadhav,21,8,1,1,2
7596,7096,Shobha Iyer,71,4,1,3,2
7597,7097,Byrappa Bhat,20,9,1,1,1
7598,7098,Krishna D'Souza,46,9,1,6,1
7599,7099,Geetha Devaraj,28,3,1,1,2
7600,7100,Shobha Naik,35,3,1,2,2
7601,7101,Pallavi Naidu,59,2,1,6,2
7602,7102,Kavya Shetty,24,1,1,3,2
7603,7103,Shwetha Poojary,11,2,1,7,2
7604,7104,Sheela Setty,32,7,1,4,2
7605,7105,Srinivas D'Souza,36,4,2,3,1
7606,7105,Vinay Reddy,20,4,2,2,1
7607,7106,Sowmya Khan,38,2,1,1,2
7608,7107,Umesh Rao,50,2,1,7,1
7609,7108,Sunita Naik,50,5,1,2,2
7610,7109,Imran Khan,35,2,1,2,1
7611,7110,Sheela Rao,42,1,2,1,2
7612,7111,Pradeep Gowda,49,7,1,4,1
7613,7112,Sandeep Naik,50,8,1,2,1
7614,7113,Harish Reddy,15,2,1,5,1
7615,7114,Lakshmi Hegde,23,5,1,3,2
7616,7115,Jayashree Bhat,39,2,1,1,3
7617,7116,Ashok D'Souza,46,2,1,3,1
7618,7117,Jayashree Bhandari,7,1,2,2,2
7619,7117,Ibrahim Reddy,23,2,1,1,1
7620,7118,Shivakumar Hiremath,20,1,1,1,1
7621,7119,Geetha Hegde,16,5,1,1,2
7622,7120,Halappa Reddy,29,7,1,7,1
7623,7121,Manoj Kulkarni,24,4,1,2,1
7624,7122,Radha Patil,39,1,1,3,2
7625,7123,Rajesh Gowda,26,3,1,2,1
7626,7124,Radha Nayak,39,4,7,2,2
7627,7124,Ganesh Bhandari,15,1,1,1,1
7628,7125,Kamala Kumar,21,1,1,2,2
7629,7126,Nandini Rao,23,6,1,2,2
7630,7127,Mary Bhat,32,5,1,2,2
7631,7128,Byrappa Iyer,16,3,1,1,1
7632,7129,Pushpa Prabhu,30,1,7,1,2
7633,7130,Jayashree Reddy,18,4,1,1,2
7634,7131,Yusuf Rao,23,4,1,1,1
7635,7132,Puttaswamy Kumar,27,5,1,3,1
7636,7133,Nagaveni Bhat,35,6,1,6,2
7637,7134,Karan Achar,41,5,1,2,1
7638,7135,Rajesh Reddy,72,3,5,2,1
7639,7136,Gopal Gowda,30,5,1,4,1
7640,7137,Shobha Urs,10,1,1,5,2
7641,7138,Kamala Reddy,18,8,1,3,2
7642,7139,Zainab Reddy,28,8,1,2,2
7643,7140,Manoj Bhandari,57,1,2,1,1
7644,7141,Ganesh Shetty,24,3,1,3,1
7645,7142,Dinesh Naik,29,5,1,1,1
7646,7142,Rajesh D'Souza,14,6,1,2,1
7647,7143,Mahesh Poojary,21,6,1,2,1
7648,7143,Nirmala Hegde,50,11,1,2,2
7649,7144,Geetha Naik,60,3,1,4,2
7650,7145,Kamala D'Souza,36,8,1,1,2
7651,7146,Nagaveni Prabhu,39,1,1,3,2
7652,7147,Lakshmi Achar,48,3,1,4,2
7653,7148,Karan Hegde,16,5,1,3,1
7654,7149,Sandeep Bhat,33,3,2,1,1
7655,7150,Nirmala Gowda,81,4,7,2,2
7656,7151,Lakshmi Gowda,28,10,1,1,2
7657,7152,Lakshmi Kamath,32,3,1,2,2
7658,7153,Deepa Setty,30,2,1,7,2
7659,7154,Shwetha Reddy,34,8,1,1,2
7660,7155,Naveen Pinto,16,2,1,1,1
7661,7156,Imran Sheikh,10,3,2,1,1
7662,7157,Dinesh Naidu,47,1,1,6,1
7663,7158,Shivakumar Naik,56,3,1,2,1
7664,7159,Kiran Nayak,22,7,1,2,1
7665,7159,Sunita Naik,52,5,1,3,2
7666,7160,Anand Patil,13,2,2,1,1
7667,7161,Sheela Setty,63,7,1,3,2
7668,7162,Sunita D'Souza,31,3,1,2,2
7669,7163,Puttaswamy Nayak,40,5,1,5,1
7670,7164,Sowmya Shetty,63,2,1,3,2
7671,7165,Geetha Naik,25,4,1,2,2
7672,7166,Ramesh Hiremath,47,3,1,3,1
7673,7167,Rekha D'Souza,73,1,1,3,2
7674,7168,Radha Devaraj,41,1,1,1,2
7675,7168,Anitha Prabhu,55,4,1,2,2
7676,7169,Rekha Poojary,64,3,1,2,2
7677,7170,Krishna Devaraj,16,1,1,7,1
7678,7171,Halappa Naik,76,1,1,1,1
7679,7172,Manjula Nayak,25,3,1,4,2
7680,7173,Ayesha Rao,54,9,1,1,2
7681,7174,Roopa Reddy,65,2,1,2,2
7682,7174,Pushpa Urs,27,5,1,1,2
7683,7175,Xavier Urs,22,5,1,1,1
7684,7176,Roopa Prabhu,51,1,1,5,2
7685,7176,Jayashree Kamath,45,5,1,4,2
7686,7177,Pushpa Hegde,23,8,2,1,2
7687,7178,Krishna Desai,11,7,1,2,1
7688,7179,Ayesha Bhat,24,7,1,1,2
7689,7180,Nandini Gowda,34,2,1,3,2
7690,7181,Vani Desai,82,1,2,2,2
7691,7182,Santosh Reddy,33,4,1,6,1
7692,7183,Rajesh D'Souza,26,7,1,2,1
7693,7184,Mahesh Gowda,91,2,3,3,1
7694,7185,Umesh Patil,4,8,1,4,1
7695,7186,Yashoda Kamath,31,7,1,2,2
7696,7187,Vijay Gowda,24,7,1,3,1
7697,7188,Nirmala Kulkarni,17,7,5,2,2
7698,7189,Imran Setty,41,1,2,1,1
7699,7190,Ravi Iyer,41,5,1,3,1
7700,7191,Pallavi Hiremath,33,9,1,1,2
7701,7192,Anitha Fernandes,37,2,1,5,2
7702,7193,Sandeep Kamath,58,3,2,5,1
7703,7194,Karan Naik,61,2,2,1,1
7704,7195,Nagaveni Khan,23,1,2,1,2
7705,7196,Manjula Urs,89,1,1,2,2
7706,7197,Krishna Jadhav,58,5,1,3,1
7707,7198,Manjula Prabhu,51,3,1,1,2
7708,7199,Zainab Reddy,44,1,1,1,2
7709,7200,Kavya Khan,14,4,1,2,2
7710,7201,Anand Khan,20,5,1,2,1
7711,7202,Yogesh Pinto,28,1,1,1,1
7712,7203,Basavaraj Kumar,34,3,1,7,1
7713,7204,Lakshmi Shetty,25,2,2,6,2
7714,7205,Nagaraj Reddy,33,6,1,7,1
7715,7206,Kavya Patil,38,7,1,1,2
7716,7207,Sheela Jadhav,40,6,7,4,2
7717,7208,Halappa Desai,47,10,1,1,1
7718,7209,Girish Achar,42,5,7,2,1
7719,7210,Deepa Desai,11,3,1,2,2
7720,7210,Naveen Khan,18,2,1,6,1
7721,7211,Ratna Devaraj,24,4,1,2,2
7722,7211,Vani Devaraj,35,2,1,5,2
7723,7212,Manjula Nayak,53,3,1,2,2
7724,7213,Manjunath Rao,37,11,1,2,1
7725,7214,Manjula Khan,35,2,5,1,2
7726,7215,Vani Iyer,36,3,2,5,2
7727,7216,Ramesh Desai,47,8,1,2,1
7728,7217,Geetha Achar,29,1,1,4,2
7729,7218,Vinay Hegde,40,6,7,3,1
7730,7219,Nagaveni Prabhu,38,1,2,1,2
7731,7220,Jayashree Reddy,47,2,1,3,2
7732,7221,Pushpa Devaraj,33,1,1,3,2
7733,7222,Rajesh Shetty,84,8,1,2,1
7734,7223,Sowmya Pinto,27,7,2,1,2
7735,7224,Prakash Reddy,12,7,7,1,1
7736,7225,Mary Patil,20,4,1,6,2
7737,7226,Manoj Urs,40,7,1,5,1
7738,7226,Joseph Reddy,43,7,2,5,1
7739,7227,Chandrashekar Devaraj,38,1,1,3,1
7740,7228,Harish Gowda,37,4,1,4,1
7741,7229,Arjun Rao,18,2,1,7,1
7742,7230,Manjula Urs,52,10,1,1,2
7743,7231,Anand Kulkarni,27,7,2,2,1
7744,7232,Sunita D'Souza,66,1,1,3,2
7745,7233,Srinivas Desai,26,2,1,1,1
7746,7234,Shwetha Khan,50,2,3,1,2
7747,7235,Krishna Rao,34,1,1,4,1
7748,7236,Ratna Bhandari,36,4,1,1,2
7749,7237,Anand Nayak,18,9,2,2,1
7750,7237,Ravi Fernandes,40,2,7,1,1
7751,7238,Anand Achar,37,1,1,7,1
7752,7239,Mahesh Gowda,37,3,1,2,1
7753,7240,Geetha Desai,41,5,2,2,2
7754,7241,Nirmala Bhandari,21,5,1,3,2
7755,7242,Dinesh Sheikh,43,8,1,2,1
7756,7243,Chandrashekar Naidu,41,1,1,2,1
7757,7244,Byrappa Jadhav,58,1,1,4,1
7758,7245,Lakshmi Bhat,31,1,1,3,2
7759,7245,Girish Poojary,24,3,1,2,1
7760,7246,Anthony Nayak,31,3,1,2,1
7761,7247,Zainab Bhat,19,3,7,4,2
7762,7248,Umesh Iyer,67,3,1,1,1
7763,7249,Nagaraj Desai,13,5,1,1,1
7764,7250,Yashoda Nayak,45,7,1,6,2
7765,7251,Lakshmi Rao,23,4,1,5,2
7766,7252,Shobha D'Souza,32,2,1,2,2
7767,7253,Suresh Fernandes,60,11,1,3,1
7768,7254,Karan Reddy,48,1,2,5,1
7769,7255,Manjula Kamath,37,2,1,1,2
7770,7256,Pushpa Poojary,59,6,3,5,2
7771,7256,Savitri Reddy,20,1,1,1,2
7772,7257,Anand Fernandes,42,3,2,4,1
7773,7258,Muniraju Khan,40,2,1,1,1
7774,7259,Yusuf Naidu,26,5,2,1,1
7775,7259,Rajesh Jadhav,57,5,1,1,1
7776,7260,Anitha Prabhu,33,9,1,4,2
7777,7261,Manjula D'Souza,80,1,1,1,2
7778,7261,Sowmya Rao,22,9,2,2,2
7779,7262,Mary Kumar,38,7,2,4,2
7780,7263,Nagaraj D'Souza,61,4,1,3,1
7781,7264,Girish Poojary,21,5,1,3,1
7782,7265,Manjula Fernandes,26,2,2,2,2
7783,7266,Anand Naidu,33,7,1,4,1
7784,7267,Radha Kamath,28,5,1,6,2
7785,7268,Umesh Kulkarni,5,8,1,1,1
7786,7269,Suresh Kumar,8,2,1,4,1
7787,7270,Rekha Urs,81,5,7,2,2
7788,7271,Deepak Devaraj,71,3,1,2,1
7789,7272,Rekha Urs,47,1,5,2,2
7790,7273,Shivakumar Bhandari,24,2,1,6,1
7791,7274,Ibrahim Reddy,21,1,1,6,1
7792,7275,Srinivas Naik,37,6,1,2,1
