AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
8490,6206,Dinesh Nayak,18,M,A1
8491,6206,Jayashree Iyer,33,F,A2
8492,6206,Vijay Prabhu,33,M,A3
8493,6207,Vijay Gowda,11,M,A1
8494,6207,Krishna Setty,23,M,A2
8495,6208,Fathima Gowda,31,F,A1
8496,6209,Pradeep D'Souza,36,M,A1
8497,6210,Puttaswamy Rao,9,M,A1
8498,6210,Manjula Devaraj,38,F,A2
8499,6210,Prakash Khan,67,M,A3
8500,6210,Jayashree Desai,33,F,A4
8501,6211,Shobha Reddy,43,F,A1
8502,6212,Rajesh D'Souza,46,M,A1
8503,6213,Sheela Hiremath,24,F,A1
8504,6213,Shwetha Desai,36,F,A2
8505,6214,Mahesh Sheikh,28,M,A1
8506,6214,Sunita Urs,48,F,A2
8507,6215,Yusuf Reddy,40,M,A1
8508,6216,Vinay Poojary,39,M,A1
8509,6217,Dinesh Poojary,30,M,A1
8510,6218,Mary Hiremath,57,F,A1
8511,6219,Santosh Poojary,33,M,A1
8512,6220,Geetha Reddy,35,F,A1
8513,6222,Mary Shetty,21,F,A1
8514,6223,Savitri D'Souza,41,F,A1
8515,6224,Nirmala Kamath,20,F,A1
8516,6224,Muniraju Khan,22,M,A2
8517,6225,Manjunath Naidu,24,M,A1
8518,6226,Gopal Kulkarni,53,M,A1
8519,6226,Zainab Desai,52,F,A2
8520,6226,Karan Bhandari,76,M,A3
8521,6227,Vani Naidu,26,F,A1
8522,6228,Mary Bhat,25,F,A1
8523,6229,Halappa Prabhu,35,M,A1
8524,6230,Imran Naik,38,M,A1
8525,6231,Fathima Reddy,43,F,A1
8526,6231,Rajesh Sheikh,68,M,A2
8527,6232,Rajesh Bhat,39,M,A1
8528,6232,Fathima Jadhav,26,F,A2
8529,6233,Manjula Setty,28,F,A1
8530,6234,Abdul Reddy,27,M,A1
8531,6235,Fathima Nayak,20,F,A1
8532,6235,Ayesha Rao,38,F,A2
8533,6236,Dinesh Pinto,25,M,A1
8534,6236,Ashok Kamath,38,M,A2
8535,6237,Sheela Kulkarni,21,F,A1
8536,6238,Basavaraj Prabhu,40,M,A1
8537,6239,Vani Naik,59,F,A1
8538,6240,Deepa Rao,20,F,A1
8539,6241,Kavya Khan,33,F,A1
8540,6242,Basavaraj Sheikh,39,M,A1
8541,6243,Kamala Bhat,28,F,A1
8542,6243,Mahesh Khan,35,M,A2
8543,6245,Yashoda Fernandes,21,F,A1
8544,6245,Nirmala Sheikh,16,F,A2
8545,6246,Anthony Poojary,14,M,A1
8546,6248,Ayesha Kumar,26,F,A1
8547,6249,Ramesh Devaraj,28,M,A1
8548,6250,Geetha Setty,37,F,A1
8549,6250,Manjunath Kulkarni,30,M,A2
8550,6251,Imran Achar,22,M,A1
8551,6252,Harish Setty,38,M,A1
8552,6253,Ravi Gowda,25,M,A1
8553,6255,Ayesha Poojary,75,F,A1
8554,6256,Pallavi Shetty,29,F,A1
8555,6258,Geetha Hiremath,39,F,A1
8556,6258,Ibrahim Naidu,29,M,A2
8557,6259,Yashoda Khan,21,F,A1
8558,6259,Kamala Hiremath,26,F,A2
8559,6260,Kamala Kamath,37,F,A1
8560,6261,Lakshmi Poojary,32,F,A1
8561,6262,Geetha Kamath,27,F,A1
8562,6263,Ganesh Bhat,31,M,A1
8563,6264,Karan Hiremath,25,M,A1
8564,6265,Kamala Jadhav,12,F,A1
8565,6265,Joseph Sheikh,22,M,A2
8566,6266,Sowmya Hegde,28,F,A1
8567,6267,Arjun Achar,38,M,A1
8568,6268,Radha Reddy,34,F,A1
8569,6269,Geetha Nayak,36,F,A1
8570,6270,Halappa Iyer,24,M,A1
8571,6271,Srinivas Setty,36,M,A1
8572,6273,Manjula Rao,35,F,A1
8573,6274,Radha Pinto,37,F,A1
8574,6275,Savitri Desai,32,F,A1
8575,6276,Halappa Khan,40,M,A1
8576,6278,Karan Gowda,16,M,A1
8577,6279,Halappa Hiremath,28,M,A1
8578,6280,Shobha Gowda,19,F,A1
8579,6281,Pallavi Nayak,18,F,A1
8580,6283,Vani Achar,21,F,A1
8581,6284,Krishna Poojary,35,M,A1
8582,6285,Salman Kumar,42,M,A1
8583,6286,Naveen Hegde,76,M,A1
8584,6287,Yogesh Kulkarni,27,M,A1
8585,6288,Santosh Sheikh,37,M,A1
8586,6288,Arjun D'Souza,32,M,A2
8587,6289,Geetha Iyer,82,F,A1
8588,6290,Nirmala Devaraj,36,F,A1
8589,6290,Chandrashekar Patil,30,M,A2
8590,6291,Srinivas Prabhu,17,M,A1
8591,6291,Muniraju Hegde,23,M,A2
8592,6291,Nagaraj Pinto,29,M,A3
8593,6291,Shwetha Hiremath,30,F,A4
8594,6292,Deepa Pinto,33,F,A1
8595,6293,Rajesh Hegde,33,M,A1
8596,6294,Karan Fernandes,72,M,A1
8597,6296,Imran Gowda,70,M,A1
8598,6296,Mary D'Souza,33,F,A2
8599,6297,Santosh Reddy,28,M,A1
8600,6298,Roopa Sheikh,58,F,A1
8601,6299,Deepa Kumar,36,F,A1
8602,6299,Xavier Patil,21,M,A2
8603,6299,Halappa Kulkarni,34,M,A3
8604,6300,Yogesh Hegde,28,M,A1
8605,6301,Raghavendra Poojary,45,M,A1
8606,6301,Abdul Jadhav,41,M,A2
8607,6301,Kamala Kulkarni,42,F,A3
8608,6301,Ganesh Poojary,15,M,A4
8609,6302,Shivakumar Patil,12,M,A1
8610,6304,Ganesh Fernandes,74,M,A1
8611,6304,Ibrahim D'Souza,41,M,A2
8612,6305,Channabasappa Gowda,40,M,A1
8613,6306,Imran Urs,26,M,A1
8614,6308,Shobha Jadhav,30,F,A1
8615,6309,Ravi Pinto,23,M,A1
8616,6309,Nagaveni Poojary,32,F,A2
8617,6312,Umesh Urs,35,M,A1
8618,6312,Jayashree Pinto,31,F,A2
8619,6314,Santosh Hegde,27,M,A1
8620,6314,Geetha Kulkarni,35,F,A2
8621,6316,Channabasappa Rao,40,M,A1
8622,6317,Rekha Poojary,29,F,A1
8623,6318,Chandrashekar Kulkarni,9,M,A1
8624,6319,Chandrashekar Reddy,13,M,A1
8625,6319,Halappa Kamath,58,M,A2
8626,6320,Ayesha Sheikh,26,F,A1
8627,6320,Chandrashekar Jadhav,20,M,A2
8628,6321,Savitri Jadhav,29,F,A1
8629,6321,Deepa Setty,37,F,A2
8630,6322,Lokesh Rao,28,M,A1
8631,6322,Puttaswamy Nayak,31,M,A2
8632,6323,Abdul Devaraj,40,M,A1
8633,6323,Nagaveni Jadhav,28,F,A2
8634,6324,Ashok D'Souza,76,M,A1
8635,6325,Kiran Setty,36,M,A1
8636,6325,Channabasappa Iyer,32,M,A2
8637,6325,Bhagya Rao,59,F,A3
8638,6326,Geetha Nayak,38,F,A1
8639,6327,Vani Devaraj,23,F,A1
8640,6327,Naveen Bhat,11,M,A2
8641,6328,Nirmala Kumar,29,F,A1
8642,6329,Krishna Pinto,37,M,A1
8643,6329,Girish Devaraj,31,M,A2
8644,6330,Srinivas D'Souza,26,M,A1
8645,6330,Shwetha Hegde,14,F,A2
8646,6331,Kamala Hegde,15,F,A1
8647,6333,Anand Reddy,33,M,A1
8648,6335,Zainab Kumar,39,F,A1
8649,6335,Savitri Bhandari,31,F,A2
8650,6336,Chandrashekar Achar,36,M,A1
8651,6337,Rekha Reddy,22,F,A1
8652,6338,Salman Urs,26,M,A1
8653,6339,Shobha Desai,27,F,A1
8654,6339,Prakash Jadhav,33,M,A2
8655,6341,Halappa Fernandes,38,M,A1
8656,6342,Anitha Setty,34,F,A1
8657,6343,Zainab Setty,28,F,A1
8658,6343,Byrappa Kumar,20,M,A2
8659,6343,Umesh Achar,28,M,A3
8660,6344,Muniraju Devaraj,47,M,A1
8661,6345,Shwetha Shetty,34,F,A1
8662,6345,Sowmya Achar,20,F,A2
8663,6346,Kamala D'Souza,34,F,A1
8664,6347,Vinay Hiremath,51,M,A1
8665,6348,Deepa Poojary,39,F,A1
8666,6349,Geetha Pinto,31,F,A1
8667,6349,Byrappa Desai,53,M,A2
8668,6350,Savitri Desai,61,F,A1
8669,6351,Nirmala Reddy,23,F,A1
8670,6351,Anand Kumar,26,M,A2
8671,6352,Shivakumar Hiremath,38,M,A1
8672,6353,Yashoda Naik,27,F,A1
8673,6353,Rekha Devaraj,28,F,A2
8674,6353,Bhagya Reddy,12,F,A3
8675,6353,Anand Achar,29,M,A4
8676,6354,Vani D'Souza,31,F,A1
8677,6356,Deepa Patil,11,F,A1
8678,6357,Nirmala Gowda,28,F,A1
8679,6358,Channabasappa Fernandes,55,M,A1
8680,6359,Nandini Iyer,32,F,A1
8681,6360,Yogesh Kumar,47,M,A1
8682,6361,Lakshmi Kumar,49,F,A1
8683,6361,Suresh Jadhav,8,M,A2
8684,6364,Deepa Reddy,30,F,A1
8685,6365,Anthony Khan,33,M,A1
8686,6366,Raghavendra Pinto,22,M,A1
8687,6366,Kavya Bhat,36,F,A2
8688,6367,Nandini Kamath,25,F,A1
8689,6368,Anand Poojary,48,M,A1
8690,6368,Savitri Patil,43,F,A2
8691,6369,Imran Prabhu,28,M,A1
8692,6369,Sandeep Nayak,31,M,A2
8693,6369,Abdul Nayak,20,M,A3
8694,6369,Radha Desai,34,F,A4
8695,6370,Rekha Iyer,61,F,A1
8696,6370,Sandeep Khan,36,M,A2
8697,6371,Deepa Kulkarni,40,F,A1
8698,6371,Ramesh Prabhu,56,M,A2
8699,6372,Radha Reddy,33,F,A1
8700,6373,Nandini Achar,35,F,A1
8701,6374,Ayesha Sheikh,21,F,A1
8702,6374,Ayesha Kulkarni,32,F,A2
8703,6374,Zainab Kumar,28,F,A3
8704,6375,Vani Iyer,16,F,A1
8705,6375,Shivakumar Kamath,36,M,A2
8706,6376,Santosh Reddy,33,M,A1
8707,6377,Ayesha Sheikh,16,F,A1
8708,6377,Rekha Gowda,73,F,A2
8709,6378,Harish Reddy,35,M,A1
8710,6378,Muniraju Naik,57,M,A2
8711,6378,Shobha Khan,51,F,A3
8712,6380,Ratna Kumar,22,F,A1
8713,6381,Jayashree Kumar,35,T,A1
8714,6383,Raghavendra Shetty,18,M,A1
8715,6383,Nagaraj Kulkarni,29,M,A2
8716,6383,Shwetha Hiremath,19,F,A3
8717,6383,Xavier Jadhav,31,M,A4
8718,6384,Arjun Setty,37,M,A1
8719,6384,Nirmala Bhandari,50,F,A2
8720,6385,Nagaveni Khan,17,F,A1
8721,6386,Imran Rao,29,M,A1
8722,6387,Santosh Devaraj,27,M,A1
8723,6387,Pallavi Naidu,28,F,A2
8724,6388,Deepa Prabhu,43,F,A1
8725,6388,Arjun Poojary,12,M,A2
8726,6388,Roopa Urs,18,F,A3
8727,6388,Lakshmi Reddy,33,F,A4
8728,6389,Fathima Hegde,9,F,A1
8729,6390,Jayashree Naidu,34,F,A1
8730,6390,Deepa Hiremath,17,F,A2
8731,6390,Nagaveni Reddy,23,F,A3
8732,6390,Sheela Khan,31,F,A4
8733,6391,Manjunath Urs,52,M,A1
8734,6392,Suresh Kumar,42,M,A1
8735,6394,Shobha Bhat,50,F,A1
8736,6394,Sunita Poojary,40,F,A2
8737,6394,Ravi Patil,41,M,A3
8738,6395,Srinivas Fernandes,28,M,A1
8739,6396,Ratna Bhandari,29,F,A1
8740,6396,Sunita D'Souza,34,F,A2
8741,6397,Radha Prabhu,93,F,A1
8742,6399,Muniraju Kamath,28,M,A1
8743,6400,Shivakumar Reddy,40,M,A1
8744,6401,Pradeep Sheikh,21,M,A1
8745,6403,Arjun Shetty,53,M,A1
8746,6404,Nandini Fernandes,18,F,A1
8747,6405,Ravi Desai,25,M,A1
8748,6405,Deepak Nayak,18,M,A2
8749,6405,Sandeep Nayak,31,M,A3
8750,6405,Ratna Hegde,22,F,A4
8751,6406,Harish Kamath,21,M,A1
8752,6406,Santosh Shetty,26,M,A2
8753,6408,Byrappa Bhandari,43,M,A1
8754,6409,Roopa Naidu,40,F,A1
8755,6409,Jayashree Poojary,31,F,A2
8756,6409,Shivakumar Hegde,32,M,A3
8757,6409,Pallavi Kulkarni,16,F,A4
8758,6411,Shobha D'Souza,24,F,A1
8759,6412,Krishna Urs,20,M,A1
8760,6413,Yogesh Devaraj,30,M,A1
8761,6413,Puttaswamy Sheikh,33,M,A2
8762,6414,Zainab Naidu,18,F,A1
8763,6416,Mary Jadhav,73,F,A1
8764,6417,Radha Hiremath,19,F,A1
8765,6417,Abdul Naidu,23,M,A2
8766,6419,Puttaswamy Pinto,38,M,A1
8767,6419,Ratna Naik,26,F,A2
8768,6420,Fathima D'Souza,19,F,A1
8769,6420,Fathima Iyer,21,F,A2
8770,6421,Yusuf Reddy,37,M,A1
8771,6421,Yashoda Kamath,40,F,A2
8772,6422,Abdul D'Souza,26,M,A1
8773,6423,Byrappa Achar,45,M,A1
8774,6424,Santosh Prabhu,37,M,A1
8775,6425,Zainab Hegde,33,F,A1
8776,6427,Kamala Gowda,33,F,A1
8777,6429,Manoj D'Souza,27,M,A1
8778,6430,Anand Hiremath,26,M,A1
8779,6431,Rajesh Bhandari,35,M,A1
8780,6432,Ayesha Reddy,27,F,A1
8781,6433,Ibrahim Naik,18,M,A1
8782,6433,Harish Jadhav,20,M,A2
8783,6433,Vani Devaraj,29,F,A3
8784,6434,Jayashree Urs,15,F,A1
8785,6435,Nagaveni Sheikh,30,F,A1
8786,6436,Puttaswamy Patil,12,M,A1
8787,6437,Girish Achar,18,M,A1
8788,6438,Arjun Bhandari,40,M,A1
8789,6439,Manoj Pinto,33,M,A1
8790,6440,Manjula Patil,28,F,A1
8791,6441,Anand Nayak,51,M,A1
8792,6442,Xavier Setty,36,M,A1
8793,6443,Ratna Patil,26,F,A1
8794,6444,Ibrahim Nayak,65,M,A1
8795,6444,Sheela Pinto,85,F,A2
8796,6445,Ramesh Gowda,27,M,A1
8797,6445,Shobha Hegde,28,F,A2
8798,6446,Abdul Jadhav,25,M,A1
8799,6447,Santosh Poojary,43,M,A1
8800,6449,Ratna Gowda,37,F,A1
8801,6450,Joseph Hiremath,31,M,A1
8802,6450,Shivakumar Hiremath,35,M,A2
8803,6450,Nandini D'Souza,40,F,A3
8804,6451,Nandini Bhandari,38,F,A1
8805,6452,Bhagya Naik,38,F,A1
8806,6453,Ratna Sheikh,39,F,A1
8807,6454,Abdul Reddy,41,M,A1
8808,6454,Bhagya Shetty,30,F,A2
8809,6455,Zainab Shetty,39,F,A1
8810,6455,Anitha Kamath,34,F,A2
8811,6456,Mary Kumar,34,F,A1
8812,6456,Nagaveni Setty,36,F,A2
8813,6457,Ibrahim Hiremath,80,M,A1
8814,6457,Deepa Patil,40,F,A2
8815,6458,Sowmya Iyer,26,F,A1
8816,6460,Pallavi Nayak,54,F,A1
8817,6460,Deepa Nayak,37,F,A2
8818,6460,Raghavendra D'Souza,74,M,A3
8819,6460,Manjula Sheikh,51,F,A4
8820,6461,Geetha Achar,37,F,A1
8821,6463,John Rao,32,M,A1
8822,6464,Sheela Pinto,38,F,A1
8823,6465,Yogesh Hegde,29,M,A1
8824,6465,Shwetha Desai,33,F,A2
8825,6466,Ibrahim Setty,33,M,A1
8826,6468,Ayesha Kulkarni,30,F,A1
8827,6469,Naveen Achar,42,M,A1
8828,6469,Pradeep Khan,49,M,A2
8829,6470,Pallavi Urs,26,F,A1
8830,6470,Pallavi Hegde,28,F,A2
8831,6471,Deepak Sheikh,37,M,A1
8832,6472,Ayesha Reddy,22,F,A1
8833,6473,Karan Achar,36,M,A1
8834,6474,Umesh Desai,36,M,A1
8835,6475,Radha Bhat,17,F,A1
8836,6476,Shwetha Sheikh,22,T,A1
8837,6477,Rekha Rao,38,F,A1
8838,6478,Yashoda Setty,26,F,A1
8839,6480,Muniraju Bhandari,15,M,A1
8840,6482,Sheela Shetty,32,F,A1
8841,6482,Prakash Achar,21,M,A2
8842,6483,Ravi Hiremath,37,M,A1
8843,6484,Zainab Shetty,34,F,A1
8844,6485,Lakshmi Hiremath,27,F,A1
8845,6486,Anitha Hegde,38,F,A1
8846,6487,Fathima Desai,21,F,A1
8847,6488,Channabasappa Bhandari,44,M,A1
8848,6489,Salman Reddy,50,M,A1
8849,6490,Shivakumar Reddy,26,M,A1
8850,6491,Ashok Achar,26,M,A1
8851,6492,Manjula Fernandes,29,F,A1
8852,6492,Manjunath Nayak,34,M,A2
8853,6493,Yashoda Poojary,23,F,A1
8854,6494,Radha D'Souza,37,F,A1
8855,6495,Jayashree Gowda,33,F,A1
8856,6495,Lakshmi Bhandari,38,F,A2
8857,6497,Manjula Poojary,34,F,A1
8858,6498,Pallavi Pinto,25,F,A1
8859,6498,Pushpa Iyer,23,F,A2
8860,6500,Vani Urs,31,F,A1
8861,6500,Salman Naik,33,M,A2
8862,6501,Shwetha Rao,29,F,A1
8863,6501,Chandrashekar Rao,47,M,A2
8864,6502,Savitri Patil,33,F,A1
8865,6502,Kamala Naidu,21,F,A2
8866,6503,Naveen Prabhu,30,M,A1
8867,6504,Ashok Reddy,29,M,A1
8868,6504,Zainab D'Souza,23,F,A2
8869,6504,Byrappa Kulkarni,39,M,A3
8870,6505,Roopa Kulkarni,56,F,A1
8871,6506,Kiran Nayak,36,M,A1
8872,6506,Dinesh Fernandes,16,M,A2
8873,6507,Suresh Gowda,74,M,A1
8874,6507,Manjunath Fernandes,59,M,A2
8875,6508,Deepa Bhandari,47,F,A1
8876,6508,Ramesh Kumar,51,M,A2
8877,6509,Muniraju Bhat,8,M,A1
8878,6509,Geetha Bhat,23,T,A2
8879,6510,Sheela Kamath,31,F,A1
8880,6510,Abdul Hiremath,35,M,A2
8881,6511,Vinay Kumar,26,M,A1
8882,6512,Anitha Urs,37,F,A1
8883,6513,Krishna Khan,28,M,A1
8884,6513,Rekha Jadhav,32,F,A2
8885,6513,Bhagya Naidu,18,F,A3
8886,6514,Raghavendra Poojary,33,M,A1
8887,6514,Mary Iyer,23,F,A2
8888,6515,Shivakumar Prabhu,36,M,A1
8889,6515,Karan Naidu,50,M,A2
8890,6515,Yogesh Nayak,18,M,A3
8891,6516,Lakshmi Hiremath,29,F,A1
8892,6518,Nandini Khan,32,F,A1
8893,6518,Sheela Kamath,24,F,A2
8894,6519,Ayesha Hiremath,19,F,A1
8895,6519,Gopal Kamath,50,M,A2
8896,6519,Imran Rao,24,M,A3
8897,6520,Bhagya Desai,29,F,A1
8898,6521,Krishna Jadhav,35,M,A1
8899,6522,Krishna Devaraj,37,M,A1
8900,6522,Manjula Kamath,24,F,A2
8901,6522,Vani Hiremath,26,F,A3
8902,6523,Anitha Reddy,36,F,A1
8903,6524,Radha Reddy,25,F,A1
8904,6525,Roopa Desai,60,F,A1
8905,6525,Shwetha Reddy,9,F,A2
8906,6525,Jayashree Urs,35,F,A3
8907,6525,Kiran Hiremath,25,M,A4
8908,6527,Dinesh Poojary,24,M,A1
8909,6527,Deepa Naik,38,F,A2
8910,6527,Channabasappa Naidu,50,M,A3
8911,6528,Deepak Jadhav,19,M,A1
8912,6529,Harish Reddy,46,M,A1
8913,6531,Yogesh Naidu,17,M,A1
8914,6532,Sunita Hiremath,38,F,A1
8915,6533,Nagaraj Kulkarni,30,M,A1
8916,6534,Deepa Prabhu,22,F,A1
8917,6534,Suresh Hegde,45,M,A2
8918,6534,Girish Bhat,20,M,A3
8919,6535,Abdul Desai,18,M,A1
8920,6535,Sunita Rao,43,F,A2
8921,6535,Ibrahim Fernandes,58,M,A3
8922,6536,Muniraju Desai,30,M,A1
8923,6537,Savitri Naidu,24,F,A1
8924,6537,Yusuf Bhandari,21,M,A2
8925,6537,Nirmala Iyer,36,F,A3
8926,6537,Pradeep Devaraj,32,M,A4
8927,6538,Roopa Setty,23,F,A1
8928,6540,Srinivas Sheikh,19,M,A1
8929,6540,Ravi Achar,37,M,A2
8930,6541,Kavya Jadhav,11,F,A1
8931,6541,Ganesh Naik,27,M,A2
8932,6541,Roopa Urs,18,F,A3
8933,6541,Ashok Nayak,21,M,A4
8934,6542,Pradeep Patil,23,M,A1
8935,6542,Basavaraj Fernandes,39,M,A2
8936,6542,Rajesh Desai,28,M,A3
8937,6543,Krishna D'Souza,26,M,A1
8938,6546,Ibrahim Shetty,26,M,A1
8939,6546,Mahesh Shetty,37,M,A2
8940,6547,Pallavi Hegde,73,F,A1
8941,6548,Halappa Kulkarni,43,M,A1
8942,6548,Vani Reddy,44,F,A2
8943,6549,Fathima Kumar,26,F,A1
8944,6551,Umesh Naidu,28,M,A1
8945,6552,Sheela Poojary,37,F,A1
8946,6553,Manoj Kumar,28,M,A1
8947,6554,Roopa Gowda,48,F,A1
8948,6554,Lokesh Reddy,68,M,A2
8949,6554,Fathima Sheikh,34,F,A3
8950,6554,Pallavi Reddy,48,F,A4
8951,6556,Fathima Urs,9,F,A1
8952,6556,Xavier Naidu,20,M,A2
8953,6556,Sheela Reddy,20,F,A3
8954,6557,Mary Pinto,19,F,A1
8955,6558,Raghavendra Prabhu,28,M,A1
8956,6559,Kamala Prabhu,32,F,A1
8957,6560,Deepa Fernandes,25,F,A1
8958,6561,Fathima Kamath,58,F,A1
8959,6561,Radha Naik,27,F,A2
8960,6561,Deepak Khan,13,M,A3
8961,6562,Shwetha Poojary,64,F,A1
8962,6562,Savitri Poojary,35,F,A2
8963,6563,Yashoda Fernandes,49,F,A1
8964,6564,Karan Setty,34,M,A1
8965,6565,Ganesh Iyer,17,M,A1
8966,6566,Harish Gowda,21,M,A1
8967,6569,Sheela Shetty,25,F,A1
8968,6570,Suresh Gowda,46,M,A1
8969,6570,Pradeep D'Souza,24,M,A2
8970,6571,Umesh Fernandes,33,M,A1
8971,6571,Raghavendra Naik,30,M,A2
8972,6571,Manjunath Reddy,27,M,A3
8973,6571,Mary Reddy,39,F,A4
8974,6572,Chandrashekar Prabhu,32,M,A1
8975,6572,Savitri Urs,30,F,A2
8976,6573,Kiran Achar,20,M,A1
8977,6574,Ibrahim Reddy,38,M,A1
8978,6574,Zainab D'Souza,41,F,A2
8979,6575,Manjunath Jadhav,37,M,A1
8980,6578,Jayashree Reddy,25,F,A1
8981,6578,Ratna Naik,26,F,A2
8982,6579,Ashok Khan,33,M,A1
8983,6579,Channabasappa Kumar,93,M,A2
8984,6579,Fathima Kamath,49,F,A3
8985,6579,Chandrashekar Sheikh,49,M,A4
8986,6580,Shobha Patil,66,F,A1
8987,6581,Vijay Naidu,30,M,A1
8988,6581,Radha Kamath,25,F,A2
8989,6582,Xavier Prabhu,29,M,A1
8990,6583,Roopa Setty,18,F,A1
8991,6584,Karan Urs,36,M,A1
8992,6585,Rekha D'Souza,49,F,A1
8993,6585,Sheela Prabhu,40,F,A2
8994,6585,Geetha Sheikh,48,F,A3
8995,6586,Sandeep Reddy,37,M,A1
8996,6587,Lokesh Bhat,44,M,A1
8997,6587,Dinesh Setty,46,M,A2
8998,6588,Deepak D'Souza,50,M,A1
8999,6589,Manjula Rao,33,F,A1
9000,6590,Prakash Achar,44,M,A1
9001,6591,Sheela Pinto,38,F,A1
9002,6592,Pallavi Gowda,26,F,A1
9003,6593,Nagaveni Shetty,21,F,A1
9004,6594,Byrappa Kulkarni,39,M,A1
9005,6594,Ashok Reddy,29,M,A2
9006,6594,Zainab D'Souza,23,F,A3
9007,6595,Imran Naidu,29,M,A1
9008,6597,Yogesh Reddy,38,M,A1
9009,6597,Zainab Hegde,29,F,A2
9010,6597,Shobha Gowda,35,F,A3
9011,6597,Naveen Jadhav,32,M,A4
9012,6598,Abdul Iyer,35,M,A1
9013,6599,Yashoda Kumar,8,F,A1
9014,6600,Chandrashekar Desai,26,M,A1
9015,6601,Mahesh Achar,40,M,A1
9016,6601,Nirmala Patil,29,F,A2
9017,6602,Yogesh Urs,43,M,A1
9018,6604,Kamala Jadhav,22,F,A1
9019,6604,Nagaveni Poojary,21,F,A2
9020,6604,Ratna Sheikh,30,F,A3
9021,6605,Karan Poojary,33,M,A1
9022,6605,John D'Souza,71,M,A2
9023,6606,Arjun Hegde,33,M,A1
9024,6607,Ratna Poojary,35,F,A1
9025,6608,Kiran Khan,22,M,A1
9026,6609,Kiran Desai,21,M,A1
9027,6610,Krishna Sheikh,26,M,A1
9028,6611,Xavier Desai,38,M,A1
9029,6611,Nagaveni Gowda,40,F,A2
9030,6611,Raghavendra Kumar,28,M,A3
9031,6612,Manjula Rao,32,F,A1
9032,6612,Manjula Jadhav,28,F,A2
9033,6614,Kamala Bhat,22,T,A1
9034,6617,Karan Kumar,35,M,A1
9035,6617,Mary Naik,16,F,A2
9036,6617,Raghavendra Bhat,20,M,A3
9037,6618,Yusuf Hegde,34,M,A1
9038,6620,Ganesh Jadhav,40,M,A1
9039,6621,Geetha Desai,28,F,A1
9040,6623,Joseph Urs,33,M,A1
9041,6624,Yashoda Kamath,18,F,A1
9042,6625,Pradeep Rao,31,M,A1
9043,6626,Girish Sheikh,26,M,A1
9044,6626,Anand Achar,26,M,A2
9045,6628,Nagaveni Reddy,26,F,A1
9046,6628,Ravi Nayak,75,M,A2
9047,6629,Nagaraj Jadhav,48,M,A1
9048,6630,Ganesh Sheikh,26,M,A1
9049,6630,Radha Desai,24,F,A2
9050,6631,Sowmya Jadhav,20,F,A1
9051,6632,Ibrahim Setty,27,M,A1
9052,6633,Kavya Nayak,19,T,A1
9053,6634,Imran Khan,18,M,A1
9054,6636,Geetha Kumar,28,F,A1
9055,6636,Fathima Jadhav,38,F,A2
9056,6636,Kamala Pinto,39,F,A3
9057,6636,Sheela Jadhav,28,F,A4
9058,6637,Nagaveni Urs,14,F,A1
9059,6638,Nagaveni Reddy,35,F,A1
9060,6638,Joseph Jadhav,36,M,A2
9061,6639,Anthony Gowda,45,M,A1
9062,6640,Harish Poojary,23,M,A1
9063,6640,Deepak Devaraj,27,M,A2
9064,6641,Channabasappa Jadhav,19,M,A1
9065,6641,Sunita Devaraj,13,F,A2
9066,6642,Rajesh Bhat,16,M,A1
9067,6643,Naveen Shetty,40,M,A1
9068,6644,Krishna Shetty,21,M,A1
9069,6644,Harish Fernandes,29,M,A2
9070,6644,Lakshmi Prabhu,40,F,A3
9071,6646,Sowmya Kumar,24,F,A1
9072,6646,Sowmya Prabhu,93,F,A2
9073,6647,Shwetha Setty,36,F,A1
9074,6648,Imran Kulkarni,18,M,A1
9075,6648,Abdul Bhat,14,M,A2
9076,6649,Ayesha Jadhav,73,F,A1
9077,6649,Jayashree Hegde,54,F,A2
9078,6650,Ratna Iyer,40,F,A1
9079,6651,Muniraju Reddy,44,M,A1
9080,6652,Roopa Reddy,28,F,A1
9081,6652,Xavier Devaraj,16,M,A2
9082,6654,Yashoda Kamath,31,T,A1
9083,6654,Nagaveni Khan,21,F,A2
9084,6654,Vani Pinto,25,F,A3
9085,6655,Xavier Bhandari,25,M,A1
9086,6655,Kiran D'Souza,50,M,A2
9087,6655,Yashoda Hiremath,28,F,A3
9088,6655,Sheela Kumar,52,F,A4
9089,6656,Shwetha Rao,33,F,A1
9090,6657,Puttaswamy Hegde,31,M,A1
9091,6658,Mary Nayak,35,F,A1
9092,6658,Sowmya Hiremath,27,F,A2
9093,6659,Rajesh Devaraj,40,M,A1
9094,6660,Sheela Poojary,44,F,A1
9095,6661,Anthony Kulkarni,20,M,A1
9096,6662,Karan Khan,28,M,A1
9097,6662,Anand Khan,34,M,A2
9098,6663,Pradeep Nayak,36,M,A1
9099,6663,Srinivas Hegde,27,M,A2
9100,6664,Harish Sheikh,13,M,A1
9101,6665,Fathima Devaraj,53,F,A1
9102,6666,Nandini D'Souza,40,F,A1
9103,6666,Roopa Naidu,40,F,A2
9104,6666,Muniraju Setty,21,M,A3
9105,6667,Deepa Rao,21,F,A1
9106,6667,Ratna Naik,16,F,A2
9107,6669,Kiran Sheikh,30,M,A1
9108,6669,Savitri Fernandes,34,F,A2
9109,6669,Karan D'Souza,27,M,A3
